state,brnd_name,brnd_total_days,brnd_total_cost,brnd_avg_cost,gen_name,gen_total_day,gen_total_cost,gen_avg_cost,percent_brand,hypothetical_savings
RI,Zoloft,330,8158.59,24.72,Sertraline Hcl,3618558,888931.28,0.25,0.009119,8075.1
RI,Trintellix,44768,648492.33,14.49,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
RI,Ambien,2430,41081.28,16.91,Zolpidem Tartrate,962908,220156.92,0.23,0.251725,40532.4
SC,Humira Pen,83761,20065210.48,239.55,Adalimumab,0,0,N/A,100.0,N/A
SC,Lipitor,144710,2162194.84,14.94,Atorvastatin Calcium,61295802,13854260.32,0.23,0.235529,2128684.1
SC,Aricept,3450,59343.42,17.2,Donepezil Hcl,5650812,2061728.78,0.36,0.061016,58098.0
SC,Enbrel,120780,25021513.89,207.17,Etanercept,0,0,N/A,100.0,N/A
SC,Zoloft,14467,206424.42,14.27,Sertraline Hcl,11118526,2397546.35,0.22,0.129947,203261.35
SC,Trintellix,312678,4361730.61,13.95,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
SC,Ambien,12028,245217.81,20.39,Zolpidem Tartrate,6483255,1535434.98,0.24,0.185181,242364.2
SD,Humira Pen,9205,2059997.85,223.79,Adalimumab,0,0,N/A,100.0,N/A
SD,Lipitor,0,0,N/A,Atorvastatin Calcium,8506566,1676935.53,0.2,0.0,N/A
SD,Aricept,0,0,N/A,Donepezil Hcl,801060,287486.08,0.36,0.0,N/A
SD,Enbrel,12026,2407548.85,200.2,Etanercept,0,0,N/A,100.0,N/A
SD,Zoloft,0,0,N/A,Sertraline Hcl,2102545,381898.73,0.18,0.0,N/A
SD,Trintellix,32827,472393.89,14.39,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
SD,Ambien,210,4027.8,19.18,Zolpidem Tartrate,657063,152785.01,0.23,0.03195,3979.5
TN,Humira Pen,101873,24289678.8,238.43,Adalimumab,0,0,N/A,100.0,N/A
TN,Lipitor,6120,87132.99,14.24,Atorvastatin Calcium,82520886,17590074.2,0.21,0.007416,85863.6
TN,Aricept,0,0,N/A,Donepezil Hcl,8715287,2967454.39,0.34,0.0,N/A
TN,Enbrel,243544,49242074.97,202.19,Etanercept,0,0,N/A,100.0,N/A
TN,Zoloft,2444,36267.63,14.84,Sertraline Hcl,18553898,4257990.34,0.23,0.013171,35706.84
TN,Trintellix,537069,7456509.27,13.88,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
TN,Ambien,4320,80965.6,18.74,Zolpidem Tartrate,7051688,1522895.53,0.22,0.061224,80006.4
TX,Humira Pen,237403,54839754.06,231.0,Adalimumab,0,0,N/A,100.0,N/A
TX,Lipitor,9169,127467.74,13.9,Atorvastatin Calcium,259297080,47132579.22,0.18,0.003536,125798.68
TX,Aricept,1620,34025.39,21.0,Donepezil Hcl,25278380,8497269.62,0.34,0.006408,33469.2
TX,Enbrel,756181,152888546.97,202.19,Etanercept,0,0,N/A,100.0,N/A
TX,Zoloft,10354,178948.94,17.28,Sertraline Hcl,42916718,8829233.16,0.21,0.02412,176742.78
TX,Trintellix,999891,14040483.82,14.04,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
TX,Ambien,17455,380344.37,21.79,Zolpidem Tartrate,17490347,3928313.1,0.22,0.099698,376504.35
UT,Humira Pen,17213,3802647.62,220.92,Adalimumab,0,0,N/A,100.0,N/A
UT,Lipitor,0,0,N/A,Atorvastatin Calcium,23098339,4172578.71,0.18,0.0,N/A
UT,Aricept,0,0,N/A,Donepezil Hcl,1455917,416345.92,0.29,0.0,N/A
UT,Enbrel,47934,9714486.76,202.66,Etanercept,0,0,N/A,100.0,N/A
UT,Zoloft,0,0,N/A,Sertraline Hcl,4292239,1031841.15,0.24,0.0,N/A
UT,Trintellix,74523,1041983.0,13.98,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
UT,Ambien,2280,51237.95,22.47,Zolpidem Tartrate,2968355,715756.02,0.24,0.076751,50684.4
VT,Humira Pen,7213,1491256.34,206.75,Adalimumab,0,0,N/A,100.0,N/A
VT,Lipitor,2262,30850.54,13.64,Atorvastatin Calcium,7270872,1479892.22,0.2,0.031101,30401.28
VT,Aricept,330,1207.63,3.66,Donepezil Hcl,479815,157231.9,0.33,0.068729,1098.9
VT,Enbrel,22112,4267603.89,193.0,Etanercept,0,0,N/A,100.0,N/A
VT,Zoloft,1610,26244.06,16.3,Sertraline Hcl,1858853,376141.7,0.2,0.086538,25921.0
VT,Trintellix,16446,235775.39,14.34,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
VT,Ambien,1440,27704.36,19.24,Zolpidem Tartrate,487304,110666.05,0.23,0.294633,27374.4
VA,Humira Pen,65755,16010536.97,243.49,Adalimumab,0,0,N/A,100.0,N/A
VA,Lipitor,16279,209251.72,12.85,Atorvastatin Calcium,84488758,18271078.31,0.22,0.019264,205603.77
VA,Aricept,360,5837.43,16.22,Donepezil Hcl,6399269,2440775.88,0.38,0.005625,5702.4
VA,Enbrel,154599,30898412.06,199.86,Etanercept,0,0,N/A,100.0,N/A
VA,Zoloft,2490,49486.02,19.87,Sertraline Hcl,15455525,3341428.63,0.22,0.016108,48928.5
VA,Trintellix,258461,3658899.72,14.16,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
VA,Ambien,7348,143335.62,19.51,Zolpidem Tartrate,5045981,1120716.33,0.22,0.145409,141742.92
WA,Humira Pen,86903,19277012.66,221.82,Adalimumab,0,0,N/A,100.0,N/A
WA,Lipitor,1012,16824.93,16.63,Atorvastatin Calcium,78239071,16255205.31,0.21,0.001293,16617.04
WA,Aricept,750,10439.48,13.92,Donepezil Hcl,4146561,1452869.61,0.35,0.018084,10177.5
WA,Enbrel,175238,34367484.07,196.12,Etanercept,0,0,N/A,100.0,N/A
WA,Zoloft,1444,28897.55,20.01,Sertraline Hcl,13428546,3230291.26,0.24,0.010752,28547.88
WA,Trintellix,89035,1264724.26,14.2,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
WA,Ambien,3567,66494.07,18.64,Zolpidem Tartrate,3832892,857642.04,0.22,0.092976,65704.14
WV,Humira Pen,30675,7314523.48,238.45,Adalimumab,0,0,N/A,100.0,N/A
WV,Lipitor,0,0,N/A,Atorvastatin Calcium,22345819,4402011.55,0.2,0.0,N/A
WV,Aricept,0,0,N/A,Donepezil Hcl,2098765,667844.46,0.32,0.0,N/A
WV,Enbrel,65818,13126959.66,199.44,Etanercept,0,0,N/A,100.0,N/A
WV,Zoloft,360,6638.76,18.44,Sertraline Hcl,5851895,1098699.38,0.19,0.006151,6570.0
WV,Trintellix,114541,1589640.03,13.88,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
WV,Ambien,1414,26926.14,19.04,Zolpidem Tartrate,1700025,354923.12,0.21,0.083106,26625.62
WI,Humira Pen,87322,20798086.83,238.18,Adalimumab,0,0,N/A,100.0,N/A
WI,Lipitor,1140,17979.46,15.77,Atorvastatin Calcium,81903994,17192636.71,0.21,0.001392,17738.4
WI,Aricept,0,0,N/A,Donepezil Hcl,5270160,1884025.54,0.36,0.0,N/A
WI,Enbrel,154776,30938790.08,199.89,Etanercept,0,0,N/A,100.0,N/A
WI,Zoloft,2886,42867.6,14.85,Sertraline Hcl,16647104,3998658.98,0.24,0.017333,42164.46
WI,Trintellix,203514,2906851.29,14.28,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
WI,Ambien,9154,181043.69,19.78,Zolpidem Tartrate,4182842,1004769.7,0.24,0.218369,178869.16
WY,Humira Pen,7272,1855142.19,255.11,Adalimumab,0,0,N/A,100.0,N/A
WY,Lipitor,360,4042.8,11.23,Atorvastatin Calcium,4356464,940227.08,0.22,0.008263,3963.6
WY,Aricept,0,0,N/A,Donepezil Hcl,286857,114596.2,0.4,0.0,N/A
WY,Enbrel,9398,1900651.8,202.24,Etanercept,0,0,N/A,100.0,N/A
WY,Zoloft,390,4944.69,12.68,Sertraline Hcl,1002437,205709.08,0.21,0.03889,4863.3
WY,Trintellix,12939,184224.84,14.24,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
WY,Ambien,0,0,N/A,Zolpidem Tartrate,416342,106352.7,0.26,0.0,N/A
