state,state_fips,zip_code,brnd_name,gnrc_name,totl_day_sply,totl_drg_cost
RI,44,"02860",Humira,Adalimumab,392,89437.18
RI,44,"02860","Humira Pen",Adalimumab,560,110694.8
RI,44,"02860","Humira(Cf) Pen",Adalimumab,476,111410.6
CA,06,"95242","Humira Pen",Adalimumab,784,163450.19
GA,13,"30577",Humira,Adalimumab,364,76292.58
MD,24,"21204","Humira Pen",Adalimumab,812,264841.81
WI,55,"53215","Humira(Cf) Pen",Adalimumab,784,163842.36
ME,23,"04901","Humira(Cf) Pen",Adalimumab,616,189157.56
WI,55,"53154","Humira(Cf) Pen",Adalimumab,1204,325762.89
OH,39,"44194","Humira Pen",Adalimumab,364,77297.48
IL,17,"60714","Humira(Cf) Pen",Adalimumab,364,143530.01
WI,55,"53566","Humira(Cf) Pen",Adalimumab,616,256209.42
RI,44,"02905","Humira Pen",Adalimumab,644,194754.15
AL,01,"35202",Humira,Adalimumab,308,63234.93
AL,01,"35202","Humira Pen",Adalimumab,1204,247132.35
AL,01,"35202","Humira(Cf) Pen",Adalimumab,2520,548754.75
NE,31,"68510","Humira(Cf) Pen",Adalimumab,392,79844.06
NY,36,"14127",Humira,Adalimumab,504,129632.94
NY,36,"14127","Humira Pen",Adalimumab,1176,234146.57
NY,36,"14127","Humira(Cf) Pen",Adalimumab,808,162107.96
OH,39,"45263","Humira Pen",Adalimumab,336,91976.04
NC,37,"28054",Humira,Adalimumab,308,129104.91
NH,33,"03833","Humira Pen",Adalimumab,364,74470.76
MA,25,"02114","Humira Pen",Adalimumab,336,119821.17
MA,25,"02114","Humira(Cf) Pen",Adalimumab,392,82164.84
CA,06,"94025",Humira,Adalimumab,728,128024.28
CA,06,"94025","Humira Pen",Adalimumab,2016,349588.08
CA,06,"94025","Humira(Cf) Pen",Adalimumab,308,126464.25
WA,53,"98225","Humira Pen",Adalimumab,364,76296.48
PR,72,"00984","Humira(Cf) Pen",Adalimumab,308,125446.65
NY,36,"14642",Humira,Adalimumab,476,93834.4
NY,36,"14642","Humira(Cf) Pen",Adalimumab,482,97103.14
DC,11,"20010","Humira Pen",Adalimumab,308,63234.93
DC,11,"20010","Humira(Cf) Pen",Adalimumab,364,74368.01
NJ,34,"07960","Humira(Cf) Pen",Adalimumab,420,84166.3
TN,47,"37821","Humira(Cf) Pen",Adalimumab,336,70628.16
AK,02,"99835","Humira Pen",Adalimumab,308,72487.8
MS,28,"38175","Humira Pen",Adalimumab,392,83243.44
NJ,34,"08060","Humira Pen",Adalimumab,308,63234.93
CA,06,"92708","Humira Pen",Adalimumab,756,162213.6
CA,06,"92708","Humira(Cf) Pen",Adalimumab,672,139473.96
PA,42,"18704","Humira Pen",Adalimumab,784,202263.3
SC,45,"28275","Humira Pen",Adalimumab,1232,411309.45
SC,45,"28275","Humira(Cf) Pen",Adalimumab,294,121825.11
FL,12,"32955","Humira(Cf) Pen",Adalimumab,308,126464.25
TX,48,"78258","Humira(Cf) Pen",Adalimumab,1008,243868.78
MA,25,"01890","Humira(Cf) Pen",Adalimumab,700,202684.71
CA,06,"90623",Humira,Adalimumab,364,76292.58
CA,06,"90623","Humira Pen",Adalimumab,318,44890.67
WA,53,"98026","Humira Pen",Adalimumab,420,86491.9
WA,53,"98026",Humira(Cf),Adalimumab,364,77581.29
VT,50,"05672","Humira(Cf) Pen",Adalimumab,308,61623.87
PA,42,"19107","Humira(Cf) Pen",Adalimumab,738,163524.07
NC,37,"30374","Humira Pen",Adalimumab,504,105448.64
NC,37,"30374",Humira(Cf),Adalimumab,564,115532.43
NC,37,"30374","Humira(Cf) Pen",Adalimumab,616,134377.68
CA,06,"94526","Humira Pen",Adalimumab,308,45705.58
IL,17,"60123","Humira(Cf) Pen",Adalimumab,336,70026.96
MD,24,"21204","Humira(Cf) Pen",Adalimumab,420,93737.53
FL,12,"32608","Humira Pen",Adalimumab,952,342243.06
FL,12,"32608","Humira(Cf) Pen",Adalimumab,2604,878322.78
MI,26,"49418","Humira(Cf) Pen",Adalimumab,364,149457.75
OH,39,"43202","Humira(Cf) Pen",Adalimumab,616,187048.42
CO,08,"80262","Humira Pen",Adalimumab,2522,313785.13
CO,08,"80262",Humira(Cf),Adalimumab,458,86150.34
AL,01,"35209","Humira(Cf) Pen",Adalimumab,644,178424.34
KY,21,"40503","Humira(Cf) Pen",Adalimumab,756,157540.14
CA,06,"95128",Humira,Adalimumab,316,45655.53
PA,42,"19104",Humira(Cf),Adalimumab,672,137488.66
IL,17,"62401","Humira(Cf) Pen",Adalimumab,392,82219.59
MD,24,"20707","Humira Pen",Adalimumab,288,111578.83
CA,06,"92354","Humira(Cf) Pen",Adalimumab,504,104915.7
TX,48,"78023",Humira(Cf),Adalimumab,534,105648.44
TX,48,"78023","Humira(Cf) Pen",Adalimumab,2420,481069.19
VA,51,"24016",Humira,Adalimumab,448,93012.36
VA,51,"24016","Humira Pen",Adalimumab,1316,274637.88
OR,41,"97504","Humira Pen",Adalimumab,532,111518.08
OR,41,"97504","Humira(Cf) Pen",Adalimumab,1858,440162.72
WI,55,"54220","Humira(Cf) Pen",Adalimumab,1316,330252.28
WI,55,"54220","Humira(Cf) Pen Crohn's-Uc-Hs",Adalimumab,364,222382.16
TX,48,"75093","Humira Pen",Adalimumab,448,94522.99
TX,48,"75093","Humira(Cf) Pen",Adalimumab,392,83360.92
MI,26,"48230","Humira Pen",Adalimumab,420,84993.26
MI,26,"48230","Humira(Cf) Pen",Adalimumab,588,137191.22
WI,55,"53562","Humira(Cf) Pen",Adalimumab,448,85095.38
MD,24,"21601","Humira(Cf) Pen",Adalimumab,812,219669.34
PA,42,"15212","Humira Pen",Adalimumab,504,91621.82
MD,24,"21264","Humira(Cf) Pen",Adalimumab,336,65422.56
GA,13,"30501",Humira,Adalimumab,756,242228.94
GA,13,"30501","Humira(Cf) Pen",Adalimumab,1248,311114.57
CA,06,"92694","Humira Pen",Adalimumab,336,71310.12
OH,39,"43701","Humira(Cf) Pen",Adalimumab,476,95668.84
TX,48,"75071","Humira(Cf) Pen",Adalimumab,308,65405.56
TX,48,"78766","Humira Pen",Adalimumab,392,81687.48
WI,55,"54481","Humira(Cf) Pen",Adalimumab,728,192779.15
TX,48,"78229","Humira Pen",Adalimumab,868,181163.66
AL,01,"35209","Humira(Cf) Pen",Adalimumab,392,82208.12
MD,24,"21264","Humira Pen",Adalimumab,756,301655.77
MD,24,"21264","Humira(Cf) Pen",Adalimumab,728,152098.42
MI,26,"48108",Humira,Adalimumab,364,72905.87
CT,09,"06510","Humira(Cf) Pen",Adalimumab,1098,634238.47
WA,53,"98012","Humira Pen",Adalimumab,364,75852.66
KY,21,"42101","Humira Pen",Adalimumab,364,72824.75
IN,18,"46244","Humira Pen",Adalimumab,654,134389.12
OH,39,"44195","Humira Pen",Adalimumab,1120,207578.04
LA,22,"70363","Humira Pen",Adalimumab,3108,1298425.31
LA,22,"70363","Humira(Cf) Pen",Adalimumab,448,305327.84
CA,06,"94115","Humira Pen",Adalimumab,366,57737.57
CO,08,"80920","Humira Pen",Adalimumab,2234,463436.37
CO,08,"80920",Humira(Cf),Adalimumab,560,110938.5
CO,08,"80920","Humira(Cf) Pen",Adalimumab,1344,275498.65
NC,37,"28621","Humira(Cf) Pen",Adalimumab,504,175786.62
TN,47,"37343","Humira Pen",Adalimumab,756,151805.32
PR,72,"00603","Humira(Cf) Pen",Adalimumab,442,81554.85
SC,45,"29204",Humira(Cf),Adalimumab,700,142509.39
SC,45,"29204","Humira(Cf) Pen",Adalimumab,2022,466369.32
PA,42,"17033","Humira Pen",Adalimumab,420,83859.13
TX,48,"75284","Humira Pen",Adalimumab,364,149619.32
VA,51,"44106","Humira(Cf) Pen",Adalimumab,532,107451.25
NC,37,"28401","Humira Pen",Adalimumab,364,76719.3
DE,10,"19958","Humira(Cf) Pen",Adalimumab,532,147244.03
KS,20,"07631","Humira(Cf) Pen",Adalimumab,644,133523.49
PA,42,"19508","Humira(Cf) Pen",Adalimumab,448,130242.55
TX,48,"79923",Humira(Cf),Adalimumab,936,205800.25
TX,48,"79923","Humira(Cf) Pen",Adalimumab,6384,1314500.71
CA,06,"92373","Humira Pen",Adalimumab,336,70423.92
CA,06,"92373","Humira(Cf) Pen",Adalimumab,448,118256.19
MO,29,"65775","Humira Pen",Adalimumab,803,156187.9
MO,29,"65775","Humira(Cf) Pen",Adalimumab,1092,220976.08
CA,06,"95521",Humira,Adalimumab,336,68034.92
MO,29,"63026",Humira,Adalimumab,672,199337.65
MO,29,"63026","Humira Pen",Adalimumab,1796,429844.19
MO,29,"63026","Humira(Cf) Pen",Adalimumab,1460,305462.98
PA,42,"15219","Humira(Cf) Pen",Adalimumab,392,77719.74
MN,27,"55364",Humira,Adalimumab,346,72603.84
NC,37,"27103","Humira Pen",Adalimumab,392,83243.44
NC,37,"27103",Humira(Cf),Adalimumab,392,83243.44
NC,37,"27103","Humira(Cf) Pen",Adalimumab,700,141047.03
GA,13,"30512","Humira Pen",Adalimumab,512,122399.32
GA,13,"30512","Humira(Cf) Pen",Adalimumab,1176,288223.04
MN,27,"55905","Humira(Cf) Pen",Adalimumab,448,91348.64
OH,39,"45459","Humira(Cf) Pen",Adalimumab,420,84763.4
CO,08,"80220","Humira Pen",Adalimumab,372,71311.24
TN,47,"38308","Humira(Cf) Pen",Adalimumab,504,164987.55
TX,48,"75373",Humira,Adalimumab,336,132433.68
OK,40,"74401","Humira(Cf) Pen",Adalimumab,336,70628.16
IL,17,"60005","Humira(Cf) Pen",Adalimumab,868,176267.4
GA,13,"31419","Humira(Cf) Pen",Adalimumab,1456,386150.13
AL,01,"35903","Humira Pen",Adalimumab,364,76099.79
VA,51,"22803","Humira Pen",Adalimumab,336,100454.55
VA,51,"22803",Humira(Cf),Adalimumab,756,227882.78
VA,51,"22803","Humira(Cf) Pen",Adalimumab,2296,456813.65
IL,17,"60031","Humira(Cf) Pen",Adalimumab,756,246413.67
MD,24,"20902","Humira Pen",Adalimumab,606,123980.36
MD,24,"20902","Humira(Cf) Pen",Adalimumab,392,77019.6
FL,12,"32256","Humira(Cf) Pen",Adalimumab,336,63616.2
NY,36,"13903","Humira Pen",Adalimumab,512,111132.66
NY,36,"13903","Humira(Cf) Pen",Adalimumab,392,80306.1
NC,37,"27834",Humira,Adalimumab,1218,248284.2
NC,37,"27834","Humira Pen",Adalimumab,3801,779753.12
NC,37,"27834",Humira(Cf),Adalimumab,336,135033.83
NC,37,"27834","Humira(Cf) Pen",Adalimumab,2248,530526.26
GA,13,"30309",Humira,Adalimumab,336,68983.56
GA,13,"30309","Humira(Cf) Pen",Adalimumab,1120,278594.29
TN,47,"38257","Humira Pen",Adalimumab,364,73048.17
TX,48,"78233","Humira Pen",Adalimumab,374,74557.47
TX,48,"78233","Humira(Cf) Pen",Adalimumab,812,159032.73
PR,72,"00927","Humira(Cf) Pen",Adalimumab,476,95400.36
NY,36,"10128","Humira(Cf) Pen",Adalimumab,364,74685.66
CA,06,"95019","Humira Pen",Adalimumab,364,154594.96
IL,17,"60612",Humira,Adalimumab,308,64657.56
IL,17,"60612","Humira Pen",Adalimumab,2908,538942.14
FL,12,"32605","Humira(Cf) Pen",Adalimumab,448,91978.08
FL,12,"33853","Humira Pen",Adalimumab,364,74732.19
AK,02,"99507","Humira Pen",Adalimumab,308,67527.79
SC,45,"28275","Humira Pen",Adalimumab,364,69171.35
FL,12,"33474","Humira Pen",Adalimumab,588,122468.15
WV,54,"25411",Humira,Adalimumab,476,94979.6
OH,39,"45208",Humira,Adalimumab,784,115781.71
OH,39,"45208","Humira Pen",Adalimumab,637,86605.29
IN,18,"46219","Humira Pen",Adalimumab,336,65784.62
IN,18,"46219","Humira(Cf) Pen",Adalimumab,392,81070.52
ID,16,"83201","Humira(Cf) Pen",Adalimumab,476,96445.17
NY,36,"14901",Humira,Adalimumab,814,165623.43
NY,36,"14901","Humira Pen",Adalimumab,504,123846.12
NY,36,"14901",Humira(Cf),Adalimumab,1534,297887.96
NY,36,"14901","Humira(Cf) Pen",Adalimumab,5352,1045041.42
PA,42,"19046","Humira(Cf) Pen",Adalimumab,1204,367076.92
NJ,34,"07920","Humira Pen",Adalimumab,336,67187.88
NJ,34,"07920","Humira(Cf) Pen",Adalimumab,420,89189.4
NY,36,"12180","Humira Pen",Adalimumab,364,72818.46
FL,12,"33136","Humira(Cf) Pen",Adalimumab,420,88569.75
AL,01,"36305","Humira(Cf) Pen",Adalimumab,364,140913.26
TX,48,"76109","Humira(Cf) Pen",Adalimumab,868,177719.38
NC,37,"28025",Humira,Adalimumab,398,74779.92
NC,37,"28025","Humira Pen",Adalimumab,1060,208580.41
NC,37,"28025","Humira(Cf) Pen",Adalimumab,952,226929.82
VT,50,"05667",Humira,Adalimumab,308,63234.93
MD,24,"21264",Humira,Adalimumab,364,70441.02
MD,24,"21264","Humira Pen",Adalimumab,520,138552.88
MD,24,"21264","Humira(Cf) Pen",Adalimumab,588,117381.32
WI,55,"53716","Humira(Cf) Pen",Adalimumab,784,276829.37
MI,26,"48519","Humira Pen",Adalimumab,392,151712.26
MI,26,"48519","Humira(Cf) Pen",Adalimumab,756,195435.09
MI,26,"48192","Humira Pen",Adalimumab,680,138880.74
MI,26,"48192",Humira(Cf),Adalimumab,648,127865.93
NC,37,"28260",Humira,Adalimumab,728,158910.74
NC,37,"28260","Humira Pen",Adalimumab,798,170836.76
NC,37,"28260","Humira(Cf) Pen",Adalimumab,1260,290085.68
CO,08,"80129","Humira(Cf) Pen",Adalimumab,308,63366.5
WI,55,"53221","Humira(Cf) Pen",Adalimumab,504,127197.36
CA,06,"92134","Humira Pen",Adalimumab,390,53991.68
CA,06,"91105","Humira Pen",Adalimumab,336,65022.48
CA,06,"92037","Humira(Cf) Pen",Adalimumab,336,71430.12
TN,47,"37343","Humira Pen",Adalimumab,308,130811.12
TN,47,"37343",Humira(Cf),Adalimumab,308,127626.06
TX,48,"78229",Humira,Adalimumab,672,196327.04
TX,48,"78229",Humira(Cf),Adalimumab,364,69044.06
TX,48,"78229","Humira(Cf) Pen",Adalimumab,1770,364132.04
PA,42,"17033","Humira(Cf) Pen",Adalimumab,896,178485.19
NC,37,"28801","Humira(Cf) Pen",Adalimumab,448,134306.1
KY,21,"40201","Humira Pen",Adalimumab,308,64555.26
FL,12,"33437","Humira(Cf) Pen",Adalimumab,308,65405.56
AL,01,"36801","Humira Pen",Adalimumab,672,139705.75
AL,01,"36801","Humira(Cf) Pen",Adalimumab,700,146964.35
CA,06,"93150","Humira Pen",Adalimumab,784,137915.41
OH,39,"43140","Humira Pen",Adalimumab,308,62639.96
TX,48,"77065","Humira Pen",Adalimumab,308,63679.55
MI,26,"48328",Humira(Cf),Adalimumab,602,91591.18
MI,26,"48328","Humira(Cf) Pen",Adalimumab,1400,339864
GA,13,"30318",Humira(Cf),Adalimumab,308,64117.82
LA,22,"70809","Humira(Cf) Pen",Adalimumab,364,75852.66
IL,17,"60646","Humira(Cf) Pen",Adalimumab,364,75733.35
TX,48,"76308","Humira Pen",Adalimumab,364,68050.63
NC,37,"28210","Humira(Cf) Pen",Adalimumab,644,230105.25
NY,36,"11542","Humira Pen",Adalimumab,360,65890.45
FL,12,"33509","Humira(Cf) Pen",Adalimumab,1792,360823.16
TX,48,"77478","Humira Pen",Adalimumab,644,122652.18
PR,72,"00918","Humira(Cf) Pen",Adalimumab,812,171687.71
KY,21,"45263","Humira(Cf) Pen",Adalimumab,756,151434.16
MA,25,"02445","Humira Pen",Adalimumab,458,89025.21
MA,25,"02445",Humira(Cf),Adalimumab,532,107598.99
MA,25,"02445","Humira(Cf) Pen",Adalimumab,1064,210927.56
CA,06,"92335",Humira,Adalimumab,364,54155.26
CA,06,"92335","Humira Pen",Adalimumab,382,54011.39
CA,06,"90706","Humira Pen",Adalimumab,308,45531.37
FL,12,"32216","Humira(Cf) Pen",Adalimumab,532,133655.73
NJ,34,"08757","Humira Pen",Adalimumab,1624,327188.44
NJ,34,"08757","Humira(Cf) Pen",Adalimumab,1400,281619.77
AZ,04,"86504","Humira Pen",Adalimumab,408,98955.38
MD,24,"21204","Humira Pen",Adalimumab,336,68983.56
NC,37,"27106","Humira Pen",Adalimumab,364,76800.75
IL,17,"60175","Humira(Cf) Pen",Adalimumab,1092,229494.44
WI,55,"54911","Humira(Cf) Pen",Adalimumab,364,72601.75
CA,06,"92040",Humira,Adalimumab,336,70468.92
TN,47,"37215","Humira(Cf) Pen",Adalimumab,924,163469.65
MA,25,"01805",Humira(Cf),Adalimumab,560,110694.8
MA,25,"01805","Humira(Cf) Pen",Adalimumab,2548,697517.92
ME,23,"04101","Humira(Cf) Pen",Adalimumab,1120,300306.47
ID,16,"83201","Humira(Cf) Pen",Adalimumab,812,201572.21
AR,05,"72758","Humira(Cf) Pen",Adalimumab,616,127030.17
HI,15,"96813","Humira Pen",Adalimumab,420,70118.73
HI,15,"96813",Humira(Cf),Adalimumab,1092,220689.15
HI,15,"96813","Humira(Cf) Pen",Adalimumab,2380,492866.68
CA,06,"95670",Humira,Adalimumab,182,76292.58
MI,26,"49085","Humira Pen",Adalimumab,504,102663.54
IL,17,"60108","Humira Pen",Adalimumab,420,178378.8
FL,12,"33064","Humira Pen",Adalimumab,420,87755.98
TX,48,"78130","Humira Pen",Adalimumab,348,70017.84
OH,39,"45429","Humira(Cf) Pen",Adalimumab,336,64817.32
NY,36,"12065","Humira(Cf) Pen",Adalimumab,628,206751.34
SC,45,"29601",Humira,Adalimumab,756,158792.78
SC,45,"29601","Humira Pen",Adalimumab,405,95398.11
SC,45,"29601",Humira(Cf),Adalimumab,880,188723.58
SC,45,"29601","Humira(Cf) Pen",Adalimumab,1816,391006.87
CA,06,"91436","Humira Pen",Adalimumab,392,79600.92
CA,06,"90095",Humira,Adalimumab,1397,202122.78
CA,06,"90095","Humira Pen",Adalimumab,1808,289594.64
FL,12,"32311",Humira,Adalimumab,336,72874.44
FL,12,"32311","Humira Pen",Adalimumab,756,156731.24
FL,12,"32311",Humira(Cf),Adalimumab,1064,216355.05
FL,12,"32311","Humira(Cf) Pen",Adalimumab,5578,1181846.94
GA,13,"31404","Humira Pen",Adalimumab,504,92032.44
GA,13,"31404","Humira(Cf) Pen",Adalimumab,1296,269077.13
UT,49,"84405","Humira Pen",Adalimumab,308,64529.52
MA,25,"02114","Humira Pen",Adalimumab,428,115166.63
NC,37,"28401","Humira Pen",Adalimumab,394,80693.07
NC,37,"28401","Humira(Cf) Pen",Adalimumab,616,208141.38
OH,39,"44053","Humira Pen",Adalimumab,1554,564971.66
OH,39,"44053","Humira(Cf) Pen",Adalimumab,2632,566066.63
CA,06,"94553",Humira,Adalimumab,5984,1654452.82
CA,06,"94553","Humira Pen",Adalimumab,2410,703791.78
WA,53,"98687","Humira(Cf) Pen",Adalimumab,778,155620.77
CO,08,"80247","Humira Pen",Adalimumab,1284,182538.93
CO,08,"80247","Humira(Cf) Pen",Adalimumab,390,53976.51
NC,37,"30374",Humira(Cf),Adalimumab,476,103728.79
NC,37,"30374","Humira(Cf) Pen",Adalimumab,1876,606941.25
TX,48,"76902","Humira(Cf) Pen",Adalimumab,616,126050.68
IN,18,"46304","Humira Pen",Adalimumab,364,154752.26
IN,18,"46304","Humira(Cf) Pen",Adalimumab,700,142683.22
SC,45,"29407",Humira(Cf),Adalimumab,336,71351.52
SC,45,"29407","Humira(Cf) Pen",Adalimumab,1736,352722.48
OR,41,"97216","Humira Pen",Adalimumab,308,62543.58
FL,12,"32224","Humira(Cf) Pen",Adalimumab,672,137834.14
MO,29,"64131","Humira Pen",Adalimumab,364,71311.24
TX,48,"76161",Humira,Adalimumab,364,76292.58
TX,48,"76161",Humira(Cf),Adalimumab,1996,407318.08
TX,48,"76161","Humira(Cf) Pen",Adalimumab,1036,209893.06
FL,12,"33542",Humira(Cf),Adalimumab,672,145640.61
NY,36,"14642","Humira Pen",Adalimumab,2016,387342.35
NY,36,"14642","Humira(Cf) Pen",Adalimumab,924,170871.11
CO,08,"80206","Humira(Cf) Pen",Adalimumab,1288,267403.8
WA,53,"98036","Humira Pen",Adalimumab,308,45690.41
CO,08,"80247",Humira(Cf),Adalimumab,448,151386.52
GA,13,"31520",Humira(Cf),Adalimumab,448,163511.52
GA,13,"31520","Humira(Cf) Pen",Adalimumab,1092,304707.79
NV,32,"89703","Humira Pen",Adalimumab,364,78165.82
CA,06,"95816","Humira Pen",Adalimumab,413,150260.02
IL,17,"60527","Humira Pen",Adalimumab,392,83243.44
NE,31,"68131","Humira(Cf) Pen",Adalimumab,364,73213.78
TN,47,"60148","Humira(Cf) Pen",Adalimumab,364,72818.46
FL,12,"32751","Humira(Cf) Pen",Adalimumab,896,224911.94
AL,01,"35205","Humira(Cf) Pen",Adalimumab,1120,463464.48
NJ,34,"07079","Humira Pen",Adalimumab,318,128374.18
TX,48,"78229","Humira Pen",Adalimumab,364,71311.24
TX,48,"78229","Humira(Cf) Pen",Adalimumab,672,177832.72
DC,11,"59107","Humira(Cf) Pen",Adalimumab,896,194576.43
PA,42,"15090","Humira Pen",Adalimumab,336,68342.59
PA,42,"15090","Humira(Cf) Pen",Adalimumab,616,166446.18
WV,54,"25304","Humira Pen",Adalimumab,478,180388.09
WV,54,"25304","Humira(Cf) Pen",Adalimumab,742,239550.56
GA,13,"30165","Humira(Cf) Pen",Adalimumab,588,119974.59
WA,53,"98124","Humira Pen",Adalimumab,2219,561007.16
WA,53,"98124",Humira(Cf),Adalimumab,756,231492.78
WA,53,"98124","Humira(Cf) Pen",Adalimumab,5604,1167885.17
NM,35,"88011","Humira Pen",Adalimumab,706,144396.63
NM,35,"88011",Humira(Cf),Adalimumab,508,104384.74
NM,35,"88011","Humira(Cf) Pen",Adalimumab,7616,1815649.21
AZ,04,"85260","Humira Pen",Adalimumab,616,185232.42
TN,47,"37814","Humira Pen",Adalimumab,370,75450.63
KS,20,"80538","Humira(Cf) Pen",Adalimumab,504,178095.2
OH,39,"45458",Humira,Adalimumab,448,93249.55
NY,36,"14224",Humira,Adalimumab,336,65221.56
NY,36,"14224","Humira(Cf) Pen",Adalimumab,504,104581.05
OH,39,"44333","Humira(Cf) Pen",Adalimumab,420,87549.78
FL,12,"32891","Humira(Cf) Pen",Adalimumab,704,206183.6
CA,06,"90706","Humira Pen",Adalimumab,322,63834.13
OH,39,"45409","Humira(Cf) Pen",Adalimumab,744,144117.66
CA,06,"95350",Humira,Adalimumab,372,75495.3
OR,41,"97208",Humira,Adalimumab,604,131100.02
OR,41,"97208","Humira Pen",Adalimumab,694,155204.78
MI,26,"48060","Humira(Cf) Pen",Adalimumab,1492,289269.43
OR,41,"97123","Humira Pen",Adalimumab,364,75342.15
GA,13,"30046","Humira(Cf) Pen",Adalimumab,336,64764.6
SC,45,"29572","Humira Pen",Adalimumab,308,62536.98
SC,45,"29572","Humira(Cf) Pen",Adalimumab,1036,234960.44
NY,36,"13413","Humira(Cf) Pen",Adalimumab,602,130550.03
FL,12,"33027","Humira Pen",Adalimumab,448,91745.92
NH,33,"03820","Humira Pen",Adalimumab,1280,306317.29
UT,49,"84041","Humira Pen",Adalimumab,476,97696.7
OK,40,"73103","Humira(Cf) Pen",Adalimumab,392,81060.85
FL,12,"33542",Humira(Cf),Adalimumab,364,72669.81
FL,12,"33542","Humira(Cf) Pen",Adalimumab,2028,403277.35
FL,12,"33615","Humira Pen",Adalimumab,388,72294.54
OH,39,"44512","Humira(Cf) Pen",Adalimumab,588,122573.26
NE,31,"68131","Humira Pen",Adalimumab,756,239088.63
FL,12,"33324","Humira Pen",Adalimumab,453,125593.22
FL,12,"33324","Humira(Cf) Pen",Adalimumab,700,145124.06
MO,29,"64132","Humira(Cf) Pen",Adalimumab,504,138844.08
NC,37,"27604","Humira(Cf) Pen",Adalimumab,336,67514.48
CA,06,"91786","Humira Pen",Adalimumab,644,132218.49
CA,06,"91786","Humira(Cf) Pen",Adalimumab,1064,215218.13
TX,48,"76109",Humira(Cf),Adalimumab,868,162724.69
TX,48,"76109","Humira(Cf) Pen",Adalimumab,896,257058.58
TX,48,"78705",Humira(Cf),Adalimumab,1092,206448.93
TX,48,"78705","Humira(Cf) Pen",Adalimumab,1064,203900.15
DE,10,"19958","Humira(Cf) Pen",Adalimumab,364,77297.48
CA,06,"93940","Humira(Cf) Pen",Adalimumab,700,147017.47
IL,17,"60173","Humira Pen",Adalimumab,364,72211.36
VA,51,"22906","Humira(Cf) Pen",Adalimumab,476,160895.01
IL,17,"61108","Humira Pen",Adalimumab,308,66633.93
PA,42,"17201","Humira Pen",Adalimumab,504,101497.64
CT,09,"06067","Humira Pen",Adalimumab,364,67833.87
CA,06,"90051","Humira Pen",Adalimumab,562,118216.78
NC,37,"28025","Humira(Cf) Pen",Adalimumab,504,148611.05
KS,20,"66606",Humira,Adalimumab,392,80316.94
KS,20,"66606","Humira Pen",Adalimumab,2072,537496.03
KS,20,"66606","Humira(Cf) Pen",Adalimumab,2716,620506.4
KY,21,"42304","Humira Pen",Adalimumab,642,133895.91
KY,21,"42304",Humira(Cf),Adalimumab,504,186722.98
KY,21,"42304","Humira(Cf) Pen",Adalimumab,2044,592818.08
DE,10,"19713",Humira,Adalimumab,312,60946.61
DE,10,"19713","Humira Pen",Adalimumab,992,262285.61
OR,41,"97208","Humira Pen",Adalimumab,392,79392.66
NY,36,"10549",Humira,Adalimumab,546,106163.73
NY,36,"10549","Humira Pen",Adalimumab,310,62522.55
SC,45,"29501","Humira Pen",Adalimumab,616,169362.19
SC,45,"29501",Humira(Cf),Adalimumab,364,142733.4
SC,45,"29501","Humira(Cf) Pen",Adalimumab,14114,3009682.03
IN,18,"47714","Humira(Cf) Pen",Adalimumab,448,89364.76
MI,26,"49443","Humira(Cf) Pen",Adalimumab,364,75941.99
PR,72,"00969","Humira Pen",Adalimumab,336,68841
PR,72,"00969","Humira(Cf) Pen",Adalimumab,420,85610.84
FL,12,"34769",Humira,Adalimumab,336,71351.52
NY,36,"11501","Humira(Cf) Pen",Adalimumab,560,112818.51
TX,48,"78132","Humira(Cf) Pen",Adalimumab,840,232563.74
SD,46,"57701","Humira(Cf) Pen",Adalimumab,658,138828.51
TX,48,"75024",Humira(Cf),Adalimumab,504,104136.36
NY,36,"10041","Humira(Cf) Pen",Adalimumab,1036,206759.01
NY,36,"11355","Humira Pen",Adalimumab,986,249185.25
NY,36,"11355",Humira(Cf),Adalimumab,588,184324.72
NY,36,"11355","Humira(Cf) Pen",Adalimumab,2184,445264.42
MO,29,"63015",Humira,Adalimumab,616,174094.29
MO,29,"63015","Humira Pen",Adalimumab,1125,299465.94
MN,27,"55130","Humira Pen",Adalimumab,1008,185040.16
MN,27,"55130","Humira(Cf) Pen",Adalimumab,644,99010.8
PA,42,"15203","Humira Pen",Adalimumab,1316,328148.18
PA,42,"15203","Humira(Cf) Pen",Adalimumab,2086,493278.76
NY,36,"13903",Humira,Adalimumab,392,83088.84
MN,27,"56031","Humira Pen",Adalimumab,392,166486.88
KY,21,"42241",Humira,Adalimumab,336,70017.84
KY,21,"42241","Humira(Cf) Pen",Adalimumab,504,98395.78
NY,36,"13204",Humira,Adalimumab,308,55730.82
NY,36,"13204","Humira Pen",Adalimumab,364,76535.29
NJ,34,"08540","Humira(Cf) Pen",Adalimumab,308,64555.26
OR,41,"97232","Humira(Cf) Pen",Adalimumab,308,61317.52
FL,12,"33558","Humira Pen",Adalimumab,1036,216886.32
FL,12,"33558","Humira(Cf) Pen",Adalimumab,924,335434.94
MI,26,"54401","Humira Pen",Adalimumab,536,118323.78
MI,26,"54401","Humira(Cf) Pen",Adalimumab,1434,284546.09
DE,10,"19713","Humira(Cf) Pen",Adalimumab,1652,330834.2
OH,39,"43604","Humira(Cf) Pen",Adalimumab,812,196163.63
