state,year,brand_name,generic_name,sum_total_day_supply,sum_total_drug_cost,avg_drug_cost
DE,2017,"Ambien Cr","Zolpidem Tartrate",1110,14151.47998046875,12.74908106348536
DE,2017,Intermezzo,"Zolpidem Tartrate",325,3748.60009765625,11.534154146634615
DE,2014,"Ambien Cr","Zolpidem Tartrate",750,8487.080078125,11.316106770833333
DE,2014,Ambien,"Zolpidem Tartrate",1546,16643.490234375,10.765517616025226
DE,2016,Intermezzo,"Zolpidem Tartrate",360,3818.25,10.60625
DE,2013,"Ambien Cr","Zolpidem Tartrate",660,5864.730224609375,8.885954885771781
DE,2013,Ambien,"Zolpidem Tartrate",1500,12853,8.568666666666667
DE,2013,"Zolpidem Tartrate Er","Zolpidem Tartrate",43570,158344.63989257812,3.634258432237276
DE,2014,"Zolpidem Tartrate Er","Zolpidem Tartrate",43553,133929.42016601562,3.0750905831060003
DE,2015,"Zolpidem Tartrate Er","Zolpidem Tartrate",39081,97708.3603515625,2.5001499539817944
DE,2016,"Zolpidem Tartrate Er","Zolpidem Tartrate",42311,78430.68020629883,1.8536711542222786
DE,2019,"Zolpidem Tartrate Er","Zolpidem Tartrate",29989,46049.93997192383,1.535561038111435
DE,2018,"Zolpidem Tartrate Er","Zolpidem Tartrate",37077,52606.969818115234,1.41885723812917
DE,2017,"Zolpidem Tartrate Er","Zolpidem Tartrate",39440,52798.61993408203,1.3387074019797676
DE,2020,"Zolpidem Tartrate Er","Zolpidem Tartrate",28564,38201.26025390625,1.337391830762717
DE,2016,"Zolpidem Tartrate","Zolpidem Tartrate",986013,411864.84997177124,0.4177073222886222
DE,2015,"Zolpidem Tartrate","Zolpidem Tartrate",1018168,358672.9698944092,0.3522728762781871
DE,2018,"Zolpidem Tartrate","Zolpidem Tartrate",937160,259463.19028663635,0.2768611446141922
DE,2017,"Zolpidem Tartrate","Zolpidem Tartrate",966087,258567.8003320694,0.2676444257422669
DE,2019,"Zolpidem Tartrate","Zolpidem Tartrate",877973,224178.5193901062,0.25533646181614494
DE,2014,"Zolpidem Tartrate","Zolpidem Tartrate",1109067,273819.67054748535,0.24689191054055828
DE,2020,"Zolpidem Tartrate","Zolpidem Tartrate",921634,196044.30000400543,0.2127138321763362
DE,2013,"Zolpidem Tartrate","Zolpidem Tartrate",1140695,241116.45007896423,0.21137679228800357
FL,2020,"Humira Pen Psor-Uveits-Adol Hs",Adalimumab,392,163375.234375,416.7735570790816
FL,2020,Humira(Cf),Adalimumab,57578,13583887.0625,235.92148151203585
FL,2020,"Humira(Cf) Pen",Adalimumab,579092,134735399.74609375,232.66665701839042
FL,2020,Humira,Adalimumab,55471,12639130.98828125,227.8511472351544
FL,2020,"Humira Pen",Adalimumab,205221,46429907.4921875,226.24345214275098
FL,2019,Humira(Cf),Adalimumab,27352,5932176.87890625,216.88274637709307
FL,2019,"Humira Pen",Adalimumab,382504,82862327.45703125,216.63127041032578
FL,2019,Humira,Adalimumab,83847,17826200.6875,212.60391770128925
FL,2019,"Humira(Cf) Pen",Adalimumab,348943,73999820.08203125,212.06850426009763
FL,2018,Humira,Adalimumab,129340,26329631.49609375,203.5691317155849
FL,2018,"Humira Pen",Adalimumab,670247,132710205.140625,198.0019383012904
FL,2018,"Humira(Cf) Pen",Adalimumab,12478,2358835.2578125,189.03953019814875
FL,2017,Humira,Adalimumab,126815,22966575.767578125,181.10299071543685
FL,2017,"Humira Pen",Adalimumab,642892,114666555.66796875,178.3605266016201
FL,2018,"Humira Pen Psor-Uveits-Adol Hs",Adalimumab,336,59253.83984375,176.35071382068452
FL,2016,Humira,Adalimumab,122961,19687467.212890625,160.11147610128924
FL,2016,"Humira Pen",Adalimumab,595406,93304597.875,156.70752037265328
FL,2015,Humira,Adalimumab,129399,16782686.98828125,129.6971923143243
FL,2015,"Humira Pen",Adalimumab,530096,67772018.4921875,127.84857552629619
FL,2014,Humira,Adalimumab,662194,70855972.62304688,107.00183424048976
FL,2013,Humira,Adalimumab,573898,52653933.80078125,91.74789562044344
FL,2020,Lipitor,"Atorvastatin Calcium",39339,524638.84765625,13.33635444867053
FL,2019,Lipitor,"Atorvastatin Calcium",53195,658622.0432128906,12.381277248103968
FL,2018,Lipitor,"Atorvastatin Calcium",62777,745761.771484375,11.879538230313251
FL,2017,Lipitor,"Atorvastatin Calcium",81733,843733.5720214844,10.323046652166008
FL,2016,Lipitor,"Atorvastatin Calcium",125998,1084082.125,8.60396295972952
FL,2015,Lipitor,"Atorvastatin Calcium",75213,591852.5589599609,7.869019437596704
FL,2014,Lipitor,"Atorvastatin Calcium",99625,672724.8920898438,6.752571062382372
FL,2013,Lipitor,"Atorvastatin Calcium",413069,2327892.0689697266,5.635600998791308
FL,2013,"Atorvastatin Calcium","Atorvastatin Calcium",86793070,54620489.267578125,0.629318553515599
FL,2014,"Atorvastatin Calcium","Atorvastatin Calcium",115573744,47552776.785376586,0.4114496523135617
FL,2015,"Atorvastatin Calcium","Atorvastatin Calcium",145151754,47081642.41962814,0.3243615121566367
FL,2016,"Atorvastatin Calcium","Atorvastatin Calcium",178813924,53178127.83749771,0.29739366290903446
FL,2017,"Atorvastatin Calcium","Atorvastatin Calcium",208911995,56207421.16848266,0.2690483194537617
FL,2018,"Atorvastatin Calcium","Atorvastatin Calcium",239182749,60734224.815135956,0.253923935020648
FL,2019,"Atorvastatin Calcium","Atorvastatin Calcium",266933942,63337367.871328354,0.23727731062139842
FL,2020,"Atorvastatin Calcium","Atorvastatin Calcium",299105608,56744085.289663315,0.18971254223245226
FL,2017,Aricept,"Donepezil Hcl",9408,164279.07958984375,17.461636861165363
FL,2019,Aricept,"Donepezil Hcl",2810,48305.89990234375,17.190711709019126
FL,2020,Aricept,"Donepezil Hcl",2786,46916.43017578125,16.840068261228016
FL,2016,Aricept,"Donepezil Hcl",9210,154639.220703125,16.790360554085233
FL,2018,Aricept,"Donepezil Hcl",3625,59977.9306640625,16.54563604525862
FL,2015,Aricept,"Donepezil Hcl",15288,240055.291015625,15.702203755600799
FL,2014,Aricept,"Donepezil Hcl",23299,289814.1618652344,12.438909904512398
FL,2013,Aricept,"Donepezil Hcl",205415,2119776.306640625,10.319481569703406
FL,2013,"Donepezil Hcl Odt","Donepezil Hcl",77825,115906.79048156738,1.489325929734242
FL,2019,"Donepezil Hcl Odt","Donepezil Hcl",36267,53885.02989196777,1.485786800451313
FL,2018,"Donepezil Hcl Odt","Donepezil Hcl",46668,64780.850158691406,1.3881214142172669
FL,2020,"Donepezil Hcl Odt","Donepezil Hcl",32148,42122.18007659912,1.3102581832959785
FL,2014,"Donepezil Hcl Odt","Donepezil Hcl",72731,85351.5802078247,1.1735240847482464
FL,2017,"Donepezil Hcl Odt","Donepezil Hcl",40803,44787.45977783203,1.0976511476565947
FL,2015,"Donepezil Hcl Odt","Donepezil Hcl",67646,62880.65996551514,0.9295547403470292
FL,2016,"Donepezil Hcl Odt","Donepezil Hcl",56514,42317.83009338379,0.7488025992388397
FL,2013,"Donepezil Hcl","Donepezil Hcl",24093819,15086264.486091614,0.62614666799363
FL,2014,"Donepezil Hcl","Donepezil Hcl",25377535,12914148.333990097,0.5088811160733341
FL,2015,"Donepezil Hcl","Donepezil Hcl",26732382,11984789.950048447,0.44832480510148504
FL,2016,"Donepezil Hcl","Donepezil Hcl",28043129,10852055.530630112,0.38697734231547815
FL,2017,"Donepezil Hcl","Donepezil Hcl",28442246,8996584.000204086,0.3163106036071865
FL,2018,"Donepezil Hcl","Donepezil Hcl",28928997,8183148.431396484,0.2828701054307719
FL,2019,"Donepezil Hcl","Donepezil Hcl",29642677,7794956.160346985,0.26296397455422077
FL,2020,"Donepezil Hcl","Donepezil Hcl",30233032,7911050.857616425,0.26166911931348547
FL,2020,"Enbrel Sureclick",Etanercept,337522,69336375.0859375,205.42772052173635
FL,2020,"Enbrel Mini",Etanercept,96729,19642544.6640625,203.06779418853188
FL,2020,Enbrel,Etanercept,129272,26026442.8515625,201.3308593629131
FL,2019,"Enbrel Sureclick",Etanercept,353844,68177235.24609375,192.67596807094017
FL,2019,"Enbrel Mini",Etanercept,61303,11618060.70703125,189.51863215554295
FL,2019,Enbrel,Etanercept,140166,26230170.71875,187.13647188868913
FL,2018,"Enbrel Sureclick",Etanercept,402991,72250561.20703125,179.2857934967065
FL,2018,"Enbrel Mini",Etanercept,12162,2155899.046875,177.2651740564874
FL,2018,Enbrel,Etanercept,160558,28287454.778320312,176.18215709164485
FL,2017,"Enbrel Sureclick",Etanercept,398481,65090334.48828125,163.34614319950325
FL,2017,Enbrel,Etanercept,189868,30300400.408203125,159.58666235596903
FL,2016,Enbrel,Etanercept,652792,93172814.41894531,142.72971240294814
FL,2015,Enbrel,Etanercept,702361,82598527.02832031,117.60124356039175
FL,2014,Enbrel,Etanercept,730267,72107710.79003906,98.74157094602256
FL,2013,Enbrel,Etanercept,672388,57483996.404785156,85.49229969122761
FL,2020,Zoloft,"Sertraline Hcl",7074,132610.9696044922,18.746249590683092
FL,2019,Zoloft,"Sertraline Hcl",7510,128403.18139648438,17.097627349731606
FL,2018,Zoloft,"Sertraline Hcl",14401,205331.52026367188,14.258143202810352
FL,2017,Zoloft,"Sertraline Hcl",14641,166885.88024902344,11.39853017205269
FL,2016,Zoloft,"Sertraline Hcl",14126,154163.49096679688,10.913456814865983
FL,2015,Zoloft,"Sertraline Hcl",14205,149760.06982421875,10.542771546935498
FL,2014,Zoloft,"Sertraline Hcl",14493,131548.82971191406,9.07671494596799
FL,2013,Zoloft,"Sertraline Hcl",15057,106354.97045898438,7.0634901015464155
FL,2013,"Sertraline Hcl","Sertraline Hcl",30186178,8631476.806079865,0.2859413605153943
FL,2014,"Sertraline Hcl","Sertraline Hcl",32987546,7772364.575834274,0.23561511898564005
FL,2015,"Sertraline Hcl","Sertraline Hcl",35786283,6629930.777994156,0.1852645824656938
FL,2020,"Sertraline Hcl","Sertraline Hcl",50496713,8941700.538052559,0.17707490263876302
FL,2017,"Sertraline Hcl","Sertraline Hcl",41794843,7357554.988578796,0.17603978051978317
FL,2016,"Sertraline Hcl","Sertraline Hcl",38812780,6711349.771068573,0.17291597692998473
FL,2019,"Sertraline Hcl","Sertraline Hcl",47575754,8198119.432771683,0.1723171730031159
FL,2018,"Sertraline Hcl","Sertraline Hcl",44844987,7522481.45542717,0.1677440882171996
FL,2020,Trintellix,"Vortioxetine Hydrobromide",935010,12955766.989379883,13.856287087175414
FL,2019,Trintellix,"Vortioxetine Hydrobromide",872005,11487630.20715332,13.1738123143254
FL,2018,Trintellix,"Vortioxetine Hydrobromide",658561,8509874.476928711,12.921922915157003
FL,2017,Trintellix,"Vortioxetine Hydrobromide",488935,5727201.348388672,11.71362522296148
FL,2017,Brintellix,"Vortioxetine Hydrobromide",360,3860.39990234375,10.723333062065972
FL,2016,Trintellix,"Vortioxetine Hydrobromide",135093,1446941.1984863281,10.710704466451467
FL,2016,Brintellix,"Vortioxetine Hydrobromide",115730,1175906.9364013672,10.160778850785166
FL,2015,Brintellix,"Vortioxetine Hydrobromide",262287,2372800.3970947266,9.046580261677958
FL,2014,Brintellix,"Vortioxetine Hydrobromide",74689,603206.7043457031,8.076245556182345
FL,2020,Ambien,"Zolpidem Tartrate",10923,228507.99877929688,20.91989369031373
FL,2020,"Ambien Cr","Zolpidem Tartrate",6665,127114.84130859375,19.07199419483777
FL,2017,Ambien,"Zolpidem Tartrate",10100,191447.58935546875,18.955206866878093
FL,2019,Ambien,"Zolpidem Tartrate",10216,193162.23046875,18.907814258883125
FL,2016,Ambien,"Zolpidem Tartrate",13808,252579.07055664062,18.292227010185446
FL,2018,Ambien,"Zolpidem Tartrate",10033,181496.44921875,18.089948093167546
FL,2019,"Ambien Cr","Zolpidem Tartrate",7490,134094.37109375,17.903120306241657
FL,2018,"Ambien Cr","Zolpidem Tartrate",10706,183587.9599609375,17.148137489345928
FL,2017,"Ambien Cr","Zolpidem Tartrate",8932,147406.658203125,16.50320848669111
FL,2016,"Ambien Cr","Zolpidem Tartrate",8611,139114.97045898438,16.155495350015606
FL,2015,Ambien,"Zolpidem Tartrate",19255,284755.2509765625,14.788639365181123
FL,2015,"Ambien Cr","Zolpidem Tartrate",15095,209154.8701171875,13.855903949465883
FL,2018,Intermezzo,"Zolpidem Tartrate",360,4791.72021484375,13.310333930121528
FL,2020,Edluar,"Zolpidem Tartrate",690,9018.22021484375,13.069884369338768
FL,2019,Edluar,"Zolpidem Tartrate",330,4139.8798828125,12.545090553977273
FL,2016,Edluar,"Zolpidem Tartrate",1920,23839.3203125,12.416312662760417
FL,2017,Edluar,"Zolpidem Tartrate",390,4817.7998046875,12.353332832532052
FL,2014,Ambien,"Zolpidem Tartrate",24932,294859.8387451172,11.826561797894962
FL,2017,Intermezzo,"Zolpidem Tartrate",360,4055.760009765625,11.266000027126736
FL,2015,Edluar,"Zolpidem Tartrate",2610,28860.7294921875,11.05775076329023
FL,2014,"Ambien Cr","Zolpidem Tartrate",20500,223521.1708984375,10.903471751143293
FL,2016,Intermezzo,"Zolpidem Tartrate",807,8375.919921875,10.37908292673482
FL,2013,Ambien,"Zolpidem Tartrate",22010,205091.73046875,9.318115877726033
FL,2013,"Ambien Cr","Zolpidem Tartrate",29056,253709.02001953125,8.731725633932106
FL,2015,Intermezzo,"Zolpidem Tartrate",2234,18979,8.495523724261414
FL,2014,Intermezzo,"Zolpidem Tartrate",3300,27245.219970703125,8.256127263849432
FL,2014,Edluar,"Zolpidem Tartrate",3010,23635.239990234375,7.852239199413414
FL,2013,Edluar,"Zolpidem Tartrate",5194,38059.77001953125,7.327641513194311
FL,2013,Intermezzo,"Zolpidem Tartrate",3514,24423.219970703125,6.950261801566057
FL,2013,"Zolpidem Tartrate Er","Zolpidem Tartrate",492636,1793054.2232971191,3.639714156694028
FL,2014,"Zolpidem Tartrate Er","Zolpidem Tartrate",453781,1310243.1865997314,2.887391024744825
FL,2015,"Zolpidem Tartrate Er","Zolpidem Tartrate",318821,789857.8701171875,2.477433638678718
FL,2013,Zolpimist,"Zolpidem Tartrate",354,804.5999755859375,2.272881286965925
FL,2016,"Zolpidem Tartrate Er","Zolpidem Tartrate",286523,487311.9699859619,1.7007778432655036
FL,2018,"Zolpidem Tartrate Er","Zolpidem Tartrate",314431,522260.9394607544,1.6609715309901198
FL,2017,"Zolpidem Tartrate Er","Zolpidem Tartrate",362907,589709.7992172241,1.6249612138019496
FL,2019,"Zolpidem Tartrate Er","Zolpidem Tartrate",239270,378900.53970336914,1.5835689376159532
FL,2020,"Zolpidem Tartrate Er","Zolpidem Tartrate",265911,358835.1900138855,1.3494559834451583
FL,2016,"Zolpidem Tartrate","Zolpidem Tartrate",19937564,8522487.162841797,0.4274587990208732
FL,2015,"Zolpidem Tartrate","Zolpidem Tartrate",21512737,8768369.08211565,0.4075896564028859
FL,2017,"Zolpidem Tartrate","Zolpidem Tartrate",21204629,6185441.923163414,0.2917024354995041
FL,2018,"Zolpidem Tartrate","Zolpidem Tartrate",21990159,5327364.84303093,0.24226131530158238
FL,2019,"Zolpidem Tartrate","Zolpidem Tartrate",20401523,4928588.530195236,0.24157944140715554
FL,2020,"Zolpidem Tartrate","Zolpidem Tartrate",22469764,4995457.360509396,0.2223190844598722
FL,2014,"Zolpidem Tartrate","Zolpidem Tartrate",25156143,5399828.808562756,0.21465249297409209
FL,2013,"Zolpidem Tartrate","Zolpidem Tartrate",30416325,6234962.14935112,0.2049873595627059
GA,2020,"Humira(Cf) Pen Crohn's-Uc-Hs",Adalimumab,259,201663.953125,778.6253016409266
GA,2018,"Humira Pen Psor-Uveits-Adol Hs",Adalimumab,672,240322.984375,357.6234886532738
GA,2017,"Humira Pen Psoriasis-Uveitis",Adalimumab,364,114452.2890625,314.42936555631866
GA,2020,Humira(Cf),Adalimumab,26089,6524813.2890625,250.09825171767795
GA,2020,"Humira(Cf) Pen",Adalimumab,281562,67219222.31640625,238.73684061203662
GA,2020,"Humira Pen",Adalimumab,120840,27293062.58984375,225.8611601278033
GA,2020,Humira,Adalimumab,33240,7454222.92578125,224.25460065527227
GA,2019,"Humira(Cf) Pen",Adalimumab,163542,36452564.2578125,222.89420612327413
GA,2018,"Humira(Cf) Pen",Adalimumab,2940,649947.62890625,221.07062207695577
GA,2019,Humira(Cf),Adalimumab,11300,2453692.40625,217.14092090707965
GA,2019,"Humira Pen",Adalimumab,221510,47708330.5234375,215.37777311831294
GA,2019,Humira,Adalimumab,46224,9597842.64453125,207.63764807310596
GA,2018,"Humira Pen",Adalimumab,342998,70197648.06640625,204.65905943010236
GA,2018,Humira,Adalimumab,65709,13212034.787109375,201.0688762134468
GA,2017,"Humira Pen",Adalimumab,321745,58062810.07421875,180.46219855543598
GA,2017,Humira,Adalimumab,61886,10776468.05859375,174.13418315279304
GA,2016,"Humira Pen",Adalimumab,315128,49247601.484375,156.27808853664226
GA,2016,Humira,Adalimumab,57786,8983142.73046875,155.4553478432276
GA,2015,Humira,Adalimumab,66316,8595974.8671875,129.62143173875836
GA,2015,"Humira Pen",Adalimumab,262122,32964372.953125,125.75965753780682
GA,2014,Humira,Adalimumab,318392,33756158.849609375,106.02075067718214
GA,2013,Humira,Adalimumab,265519,24571025.48046875,92.53961291082277
GA,2020,Lipitor,"Atorvastatin Calcium",5517,77646.69995117188,14.07408010715459
GA,2018,Lipitor,"Atorvastatin Calcium",9889,135309.009765625,13.682779832705531
GA,2019,Lipitor,"Atorvastatin Calcium",11102,146787.4404296875,13.22171144205436
GA,2017,Lipitor,"Atorvastatin Calcium",19130,216763.0216064453,11.33105183515135
GA,2016,Lipitor,"Atorvastatin Calcium",24328,232440.22998046875,9.554432340532257
GA,2015,Lipitor,"Atorvastatin Calcium",18708,149896.84899902344,8.012446493426525
GA,2014,Lipitor,"Atorvastatin Calcium",32532,238191.8896484375,7.3217720905089605
GA,2013,Lipitor,"Atorvastatin Calcium",100771,602883.5594482422,5.982708908795607
GA,2013,"Atorvastatin Calcium","Atorvastatin Calcium",31027188,21215649.08668518,0.6837760833074908
GA,2014,"Atorvastatin Calcium","Atorvastatin Calcium",39785780,15611134.233348846,0.39237974556107347
GA,2015,"Atorvastatin Calcium","Atorvastatin Calcium",49424637,16354161.273059845,0.3308908727657392
GA,2016,"Atorvastatin Calcium","Atorvastatin Calcium",60434349,18005506.798158646,0.2979349839303911
GA,2017,"Atorvastatin Calcium","Atorvastatin Calcium",71080679,19821362.259796143,0.278857244171741
GA,2018,"Atorvastatin Calcium","Atorvastatin Calcium",81984342,22256921.532764435,0.2714777113508386
GA,2019,"Atorvastatin Calcium","Atorvastatin Calcium",91490794,22396078.28696251,0.24479051178594546
GA,2020,"Atorvastatin Calcium","Atorvastatin Calcium",101918517,19475593.613181114,0.19108984497077322
GA,2019,Aricept,"Donepezil Hcl",1368,24331.240234375,17.785994323373536
GA,2020,Aricept,"Donepezil Hcl",724,12755.66015625,17.61831513294199
GA,2017,Aricept,"Donepezil Hcl",1686,29059.2998046875,17.23564638474941
GA,2016,Aricept,"Donepezil Hcl",3630,61715.3603515625,17.001476680871214
GA,2018,Aricept,"Donepezil Hcl",2449,40276.919677734375,16.446271816143067
GA,2015,Aricept,"Donepezil Hcl",6454,100923.869140625,15.63741387366362
GA,2014,Aricept,"Donepezil Hcl",12295,146702.1088256836,11.931851063496023
GA,2013,Aricept,"Donepezil Hcl",131488,1366448.2348480225,10.392189666342347
GA,2013,"Donepezil Hcl Odt","Donepezil Hcl",27059,63285.88977050781,2.3388111079680627
GA,2014,"Donepezil Hcl Odt","Donepezil Hcl",30095,48380.330154418945,1.607586979711545
GA,2019,"Donepezil Hcl Odt","Donepezil Hcl",16858,25877.589767456055,1.5350332048556208
GA,2020,"Donepezil Hcl Odt","Donepezil Hcl",13248,18806.360191345215,1.4195622125109613
GA,2015,"Donepezil Hcl Odt","Donepezil Hcl",41696,56150.98008728027,1.346675462569078
GA,2017,"Donepezil Hcl Odt","Donepezil Hcl",24133,30164.70002746582,1.2499357737316463
GA,2018,"Donepezil Hcl Odt","Donepezil Hcl",20042,24036.58997154236,1.199310945591376
GA,2016,"Donepezil Hcl Odt","Donepezil Hcl",35466,42453.88966369629,1.197030667785944
GA,2013,"Donepezil Hcl","Donepezil Hcl",8179432,6638182.17458725,0.8115700667952555
GA,2014,"Donepezil Hcl","Donepezil Hcl",8673694,5715240.5102882385,0.6589165481613991
GA,2015,"Donepezil Hcl","Donepezil Hcl",9229502,4763268.122665405,0.5160915640589715
GA,2016,"Donepezil Hcl","Donepezil Hcl",9606550,4028265.689481735,0.4193249074310481
GA,2019,"Donepezil Hcl","Donepezil Hcl",9952414,3658036.095085144,0.36755264552752165
GA,2017,"Donepezil Hcl","Donepezil Hcl",9745007,3548840.9012470245,0.3641701746593948
GA,2018,"Donepezil Hcl","Donepezil Hcl",9834675,3549357.892396927,0.36090240830499504
GA,2020,"Donepezil Hcl","Donepezil Hcl",10017699,3588355.890680313,0.35820160804195783
GA,2020,"Enbrel Mini",Etanercept,35226,7199012.81640625,204.36645706030347
GA,2020,"Enbrel Sureclick",Etanercept,200405,40594863.93359375,202.56412731016567
GA,2020,Enbrel,Etanercept,51249,10325119.125,201.46967013990516
GA,2019,"Enbrel Sureclick",Etanercept,203095,39177531.40625,192.90249098328368
GA,2019,"Enbrel Mini",Etanercept,25286,4841602.6875,191.47364895594401
GA,2019,Enbrel,Etanercept,63980,12062045.72265625,188.52837953510863
GA,2018,"Enbrel Sureclick",Etanercept,207139,37344688.57421875,180.2880605497697
GA,2018,Enbrel,Etanercept,65489,11454097.83984375,174.90109544875858
GA,2018,"Enbrel Mini",Etanercept,4062,705440.203125,173.6681937776957
GA,2017,"Enbrel Sureclick",Etanercept,214427,34958297.53125,163.03122988826033
GA,2017,Enbrel,Etanercept,70493,11047197.83984375,156.71340189584427
GA,2016,Enbrel,Etanercept,306612,43353639.087890625,141.39576757560246
GA,2015,Enbrel,Etanercept,322549,37796028.0703125,117.17918229575196
GA,2014,Enbrel,Etanercept,341006,33369410.521484375,97.85578705795317
GA,2013,Enbrel,Etanercept,305437,25852369.259765625,84.64059449171393
GA,2020,Zoloft,"Sertraline Hcl",3472,74668.07958984375,21.505783292005688
GA,2019,Zoloft,"Sertraline Hcl",4110,60755.300048828125,14.782311447403437
GA,2018,Zoloft,"Sertraline Hcl",6586,91942.35864257812,13.960273100907703
GA,2017,Zoloft,"Sertraline Hcl",4789,59052.710693359375,12.33090638825629
GA,2016,Zoloft,"Sertraline Hcl",6378,70347.94030761719,11.0297805436841
GA,2015,Zoloft,"Sertraline Hcl",7954,71033.13952636719,8.930492774247824
GA,2014,Zoloft,"Sertraline Hcl",7218,52857.83024978638,7.323057668299581
GA,2013,Zoloft,"Sertraline Hcl",8614,59957.1201171875,6.960427225120443
GA,2013,"Sertraline Hcl","Sertraline Hcl",11762885,3714921.448627472,0.31581720374104416
GA,2014,"Sertraline Hcl","Sertraline Hcl",12684534,3525402.3069705963,0.27792919369135644
GA,2020,"Sertraline Hcl","Sertraline Hcl",18865884,3808128.158203125,0.2018526223421667
GA,2019,"Sertraline Hcl","Sertraline Hcl",17895713,3478948.7716026306,0.19440123853140864
GA,2015,"Sertraline Hcl","Sertraline Hcl",13858451,2651444.0193958282,0.19132325967713334
GA,2018,"Sertraline Hcl","Sertraline Hcl",17033909,3155460.887328148,0.18524584623107637
GA,2017,"Sertraline Hcl","Sertraline Hcl",16084372,2930615.008328438,0.1822026379599053
GA,2016,"Sertraline Hcl","Sertraline Hcl",15130175,2652170.4418115616,0.17529013655239029
GA,2020,Trintellix,"Vortioxetine Hydrobromide",392271,5493931.127685547,14.00544808993157
GA,2019,Trintellix,"Vortioxetine Hydrobromide",363587,4846189.61328125,13.328830825307973
GA,2018,Trintellix,"Vortioxetine Hydrobromide",282476,3702111.4966430664,13.105932881529993
GA,2017,Trintellix,"Vortioxetine Hydrobromide",211422,2478043.540161133,11.720840499858731
GA,2016,Trintellix,"Vortioxetine Hydrobromide",57841,622165.0127563477,10.756470544360361
GA,2016,Brintellix,"Vortioxetine Hydrobromide",37153,382180.96875,10.286678565660916
GA,2015,Brintellix,"Vortioxetine Hydrobromide",87532,798894.3466796875,9.126883273313616
GA,2014,Brintellix,"Vortioxetine Hydrobromide",19170,155208.89013671875,8.0964470598184
GA,2020,Ambien,"Zolpidem Tartrate",2883,57835.64892578125,20.06092574602194
GA,2019,Ambien,"Zolpidem Tartrate",4329,82930.1005859375,19.156872392223956
GA,2020,"Ambien Cr","Zolpidem Tartrate",2820,53385.06005859375,18.93087236120346
GA,2017,Ambien,"Zolpidem Tartrate",2131,39067.34033203125,18.332867354308423
GA,2018,Ambien,"Zolpidem Tartrate",2473,45219.169921875,18.285147562424182
GA,2019,"Ambien Cr","Zolpidem Tartrate",2190,38705.88037109375,17.673917977668378
GA,2018,"Ambien Cr","Zolpidem Tartrate",2425,42432.7900390625,17.498057748067012
GA,2016,Ambien,"Zolpidem Tartrate",3150,52696.6103515625,16.729082651289684
GA,2015,Ambien,"Zolpidem Tartrate",3898,54754.56005859375,14.046834289018406
GA,2020,Edluar,"Zolpidem Tartrate",330,4375.14013671875,13.258000414299243
GA,2017,Edluar,"Zolpidem Tartrate",710,8844.51025390625,12.457056695642606
GA,2016,Edluar,"Zolpidem Tartrate",1059,13118.64990234375,12.387771390315155
GA,2014,Ambien,"Zolpidem Tartrate",4984,60554.3701171875,12.149753233785614
GA,2017,Intermezzo,"Zolpidem Tartrate",365,4110.47998046875,11.261588987585617
GA,2015,Edluar,"Zolpidem Tartrate",1511,16540.179443359375,10.946511875155112
GA,2016,"Ambien Cr","Zolpidem Tartrate",3855,41993.42004394531,10.893234771451443
GA,2015,"Ambien Cr","Zolpidem Tartrate",6864,73051.07006835938,10.64263841322252
GA,2017,"Ambien Cr","Zolpidem Tartrate",5160,53916.560546875,10.448945842417636
GA,2016,Intermezzo,"Zolpidem Tartrate",422,4321.06005859375,10.23947881183353
GA,2014,"Ambien Cr","Zolpidem Tartrate",8734,87679.82055664062,10.038907780700782
GA,2013,Ambien,"Zolpidem Tartrate",6836,63768.5400390625,9.328341140880998
GA,2013,"Ambien Cr","Zolpidem Tartrate",8762,77325.9296875,8.825146049703264
GA,2015,Intermezzo,"Zolpidem Tartrate",731,6249.89013671875,8.54978130878078
GA,2014,Intermezzo,"Zolpidem Tartrate",698,5415.579833984375,7.758710363874463
GA,2014,Edluar,"Zolpidem Tartrate",780,6025.06005859375,7.72443597255609
GA,2013,Intermezzo,"Zolpidem Tartrate",1364,9671.550048828125,7.090579214683376
GA,2013,Edluar,"Zolpidem Tartrate",667,4547.10986328125,6.8172561668384555
GA,2013,"Zolpidem Tartrate Er","Zolpidem Tartrate",240775,943755.8491821289,3.9196588066955824
GA,2014,"Zolpidem Tartrate Er","Zolpidem Tartrate",207245,687969.3694152832,3.3195945350444314
GA,2015,"Zolpidem Tartrate Er","Zolpidem Tartrate",136128,364934.3097076416,2.680817390306488
GA,2019,"Zolpidem Tartrate Er","Zolpidem Tartrate",87817,187288.07933807373,2.1327086935112076
GA,2018,"Zolpidem Tartrate Er","Zolpidem Tartrate",120229,249537.40957641602,2.07551763365258
GA,2016,"Zolpidem Tartrate Er","Zolpidem Tartrate",93607,174801.14045715332,1.867393896366226
GA,2017,"Zolpidem Tartrate Er","Zolpidem Tartrate",112078,194621.3200378418,1.7364810224829297
GA,2020,"Zolpidem Tartrate Er","Zolpidem Tartrate",94673,149597.4502029419,1.580149041468443
GA,2016,"Zolpidem Tartrate","Zolpidem Tartrate",8368356,3985452.6496982574,0.47625276096024804
GA,2015,"Zolpidem Tartrate","Zolpidem Tartrate",9606331,4020655.1310834885,0.41854222294479426
GA,2017,"Zolpidem Tartrate","Zolpidem Tartrate",8913289,2639818.541443825,0.2961666048799523
