state,year,generic_name,is_generic,Sum(x.sum_total_day_supply),Sum(x.sum_total_drug_cost),avg_drug_cost
IL,2020,"Donepezil Hcl",1,11431821,4137095.890522957,0.3618929906725234
IL,2020,Etanercept,0,283539,57555553.755859375,202.9899017625772
IL,2019,Etanercept,0,296598,56982441.51953125,192.1201138225182
IL,2018,Etanercept,0,300215,54125131.720703125,180.28789940776818
IL,2017,Etanercept,0,303741,49592951.201171875,163.27381289049512
IL,2016,Etanercept,0,335708,48216800.365234375,143.62720091637487
IL,2015,Etanercept,0,345229,41063838.26171875,118.94666514608781
IL,2014,Etanercept,0,336000,33517736.713867188,99.75516879127139
IL,2013,Etanercept,0,279840,24286011.899414062,86.78534841128524
IL,2018,"Sertraline Hcl",0,4770,82684.69091796875,17.33431675429114
IL,2019,"Sertraline Hcl",0,3909,59843.32043457031,15.309112416109059
IL,2020,"Sertraline Hcl",0,4737,64212.780029296875,13.555579486868666
IL,2017,"Sertraline Hcl",0,4457,58794.01013183594,13.191386612482821
IL,2016,"Sertraline Hcl",0,7185,84434.40019607544,11.751482281986839
IL,2015,"Sertraline Hcl",0,6639,62331.1396484375,9.38863377744201
IL,2014,"Sertraline Hcl",0,6176,51921.629943847656,8.406999667073778
IL,2013,"Sertraline Hcl",0,5588,44299.22003173828,7.927562639895899
IL,2013,"Sertraline Hcl",1,13863456,4428099.127361298,0.31940802692786685
IL,2014,"Sertraline Hcl",1,15584585,4290496.831624985,0.2753038872465956
IL,2020,"Sertraline Hcl",1,23587175,5233414.020610809,0.22187540562236932
IL,2015,"Sertraline Hcl",1,16889809,3627644.3240184784,0.21478302827571813
IL,2019,"Sertraline Hcl",1,22351754,4654883.168560982,0.20825583390730687
IL,2016,"Sertraline Hcl",1,18312876,3656667.9995498657,0.1996774291241783
IL,2018,"Sertraline Hcl",1,21079444,4171294.674467087,0.1978844733507718
IL,2017,"Sertraline Hcl",1,19752638,3893541.9014663696,0.19711503351938964
IL,2020,"Vortioxetine Hydrobromide",0,316854,4560936.965087891,14.39444338745255
IL,2018,"Vortioxetine Hydrobromide",0,205254,2765659.365234375,13.474326274929478
IL,2019,"Vortioxetine Hydrobromide",0,263552,3550571.7263183594,13.471996897456135
IL,2017,"Vortioxetine Hydrobromide",0,168072,2055869.7999267578,12.232077918551322
IL,2016,"Vortioxetine Hydrobromide",0,82127,898456.1491699219,10.939838897925432
IL,2015,"Vortioxetine Hydrobromide",0,84745,798085.2312011719,9.417490485588198
IL,2014,"Vortioxetine Hydrobromide",0,14516,125528.50939941406,8.64759640392767
IL,2020,"Zolpidem Tartrate",0,7405,169049.10888671875,22.82904914067775
IL,2019,"Zolpidem Tartrate",0,9811,198441.90942382812,20.226471248988698
IL,2016,"Zolpidem Tartrate",0,20056,346451.9602050781,17.274230165789696
IL,2018,"Zolpidem Tartrate",0,11592,200020.0908203125,17.25501128539618
IL,2017,"Zolpidem Tartrate",0,14904,240675.28051757812,16.148368258023222
IL,2015,"Zolpidem Tartrate",0,19223,268489.3994140625,13.967091474486942
IL,2014,"Zolpidem Tartrate",0,21468,224533.02099609375,10.458963154280498
IL,2013,"Zolpidem Tartrate",0,23813,205103.30102539062,8.613081133220955
IL,2015,"Zolpidem Tartrate",1,7597358,3096580.870294571,0.4075865413074612
IL,2016,"Zolpidem Tartrate",1,6894845,2790041.591937065,0.40465617311731666
IL,2014,"Zolpidem Tartrate",1,8553093,2568098.1772003174,0.3002537417984719
IL,2017,"Zolpidem Tartrate",1,7135954,2065774.3102388382,0.28948817638662444
IL,2013,"Zolpidem Tartrate",1,9710817,2664803.8601589203,0.2744160311288865
IL,2018,"Zolpidem Tartrate",1,7166557,1950059.9207048416,0.27210554813208654
IL,2019,"Zolpidem Tartrate",1,6900824,1845407.3101148605,0.26741839961646036
IL,2020,"Zolpidem Tartrate",1,7167021,1629749.2304973602,0.22739562650888845
IN,2020,Adalimumab,0,259031,62834348.79296875,242.57462926433033
IN,2019,Adalimumab,0,248046,54413652.9375,219.3692014283641
IN,2018,Adalimumab,0,259122,52450156.8984375,202.41491227467176
IN,2017,Adalimumab,0,254000,47410628.51953125,186.65601779343012
IN,2016,Adalimumab,0,224937,36525836.19140625,162.38251684429974
IN,2015,Adalimumab,0,206215,27529144.28515625,133.49729304442573
IN,2014,Adalimumab,0,191082,20957247.16015625,109.67672078037832
IN,2013,Adalimumab,0,164883,15452639.580078125,93.71881625199762
IN,2020,"Atorvastatin Calcium",0,4409,60073.670654296875,13.625237163596479
IN,2019,"Atorvastatin Calcium",0,13040,160024.650390625,12.271829017685967
IN,2018,"Atorvastatin Calcium",0,17796,213052.22241210938,11.971916296477263
IN,2017,"Atorvastatin Calcium",0,21951,233455.15112304688,10.635285459571175
IN,2016,"Atorvastatin Calcium",0,28477,253795.4295654297,8.912295170327972
IN,2015,"Atorvastatin Calcium",0,4612,36766.390380859375,7.971897307211487
IN,2014,"Atorvastatin Calcium",0,11773,79035.90942382812,6.7133194108407475
IN,2013,"Atorvastatin Calcium",0,44041,248815.62036132812,5.649636029184808
IN,2013,"Atorvastatin Calcium",1,27483069,17867293.520202637,0.6501200255401839
IN,2014,"Atorvastatin Calcium",1,35739991,13804287.861867977,0.3862420631798138
IN,2015,"Atorvastatin Calcium",1,45465310,13989587.85806151,0.3076980638218789
IN,2016,"Atorvastatin Calcium",1,55828185,16000639.433107916,0.28660504426407407
IN,2017,"Atorvastatin Calcium",1,64997940,17244421.820235252,0.26530720543197606
IN,2018,"Atorvastatin Calcium",1,74156010,19079353.780675277,0.2572866822348624
IN,2019,"Atorvastatin Calcium",1,83136354,20181070.94081962,0.2427466441554512
IN,2020,"Atorvastatin Calcium",1,93486019,19889981.66958618,0.2127588903917941
IN,2016,"Donepezil Hcl",0,780,20148.8603515625,25.831872245592947
IN,2015,"Donepezil Hcl",0,2390,40701.00048828125,17.02970731727249
IN,2014,"Donepezil Hcl",0,10012,120109.74011230469,11.99657811748948
IN,2013,"Donepezil Hcl",0,120365,1259945.4793701172,10.467706387821353
IN,2013,"Donepezil Hcl",1,6972339,5774862.31476593,0.8282532324899765
IN,2014,"Donepezil Hcl",1,7252629,5208867.95167923,0.718204109389744
IN,2015,"Donepezil Hcl",1,7455380,4729124.587320328,0.634323748396504
IN,2016,"Donepezil Hcl",1,7551137,3931185.718723297,0.52060844859831
IN,2017,"Donepezil Hcl",1,7392098,3371471.4046230316,0.4560912753893457
IN,2018,"Donepezil Hcl",1,7405075,3009179.3370838165,0.40636716536751033
IN,2019,"Donepezil Hcl",1,7491937,2965032.761631012,0.39576317334636046
IN,2020,"Donepezil Hcl",1,7461885,2792402.3862628937,0.37422211495659524
IN,2020,Etanercept,0,175013,35090884.517578125,200.50444548449616
IN,2019,Etanercept,0,189647,35556320.291015625,187.48685869544798
IN,2018,Etanercept,0,203660,35590993.84277344,174.75691762139564
IN,2017,Etanercept,0,209906,33689003.95703125,160.495669285448
IN,2016,Etanercept,0,210649,30294368.939453125,143.81444459481472
IN,2015,Etanercept,0,231269,27102340.857421875,117.18968325811879
IN,2014,Etanercept,0,240839,23552337.80078125,97.79287325051695
IN,2013,Etanercept,0,222706,19037800.399414062,85.48400312256545
IN,2019,"Sertraline Hcl",0,3035,56381.88037109375,18.577225822436162
IN,2018,"Sertraline Hcl",0,3370,56512.389892578125,16.769255161002413
IN,2020,"Sertraline Hcl",0,1806,26468.500244140625,14.655869459657046
IN,2017,"Sertraline Hcl",0,3854,49857.50988769531,12.936561984352702
IN,2016,"Sertraline Hcl",0,3793,41045.03918457031,10.821260001204934
IN,2015,"Sertraline Hcl",0,3463,35171.41012573242,10.15634135886007
IN,2014,"Sertraline Hcl",0,3468,23171.139892578125,6.681412887133254
IN,2013,"Sertraline Hcl",0,3390,22607.310180664062,6.668823062142791
IN,2013,"Sertraline Hcl",1,10724279,3533142.5065727234,0.329452684564876
IN,2014,"Sertraline Hcl",1,11443930,3166131.509868622,0.2766647043339676
IN,2019,"Sertraline Hcl",1,16578625,3690286.1983385086,0.2225930195259564
IN,2015,"Sertraline Hcl",1,12268375,2705311.8105163574,0.22051101392942077
IN,2020,"Sertraline Hcl",1,17656887,3876290.1975650787,0.21953417935817784
IN,2018,"Sertraline Hcl",1,15507983,3346686.7786693573,0.21580412995483406
IN,2017,"Sertraline Hcl",1,14476065,3059814.5590457916,0.21137060099176064
IN,2016,"Sertraline Hcl",1,13472280,2752861.0285072327,0.2043352000186481
IN,2020,"Vortioxetine Hydrobromide",0,656998,9134499.46862793,13.90339006911426
IN,2019,"Vortioxetine Hydrobromide",0,607721,8015944.716308594,13.190172326295444
IN,2018,"Vortioxetine Hydrobromide",0,500356,6533143.2802734375,13.056989983678497
IN,2017,"Vortioxetine Hydrobromide",0,435099,5200969.055908203,11.95353024462985
IN,2016,"Vortioxetine Hydrobromide",0,230228,2484814.1087646484,10.792840613499003
IN,2015,"Vortioxetine Hydrobromide",0,179624,1650018.921875,9.18596023847036
IN,2014,"Vortioxetine Hydrobromide",0,52183,423241.89904785156,8.110723780692018
IN,2020,"Zolpidem Tartrate",0,4170,77665.55126953125,18.62483243873651
IN,2019,"Zolpidem Tartrate",0,4560,78855.1904296875,17.29280491879112
IN,2018,"Zolpidem Tartrate",0,5439,92357.939453125,16.980683848708402
IN,2017,"Zolpidem Tartrate",0,4990,75373.10009765625,15.104829678889027
IN,2016,"Zolpidem Tartrate",0,5848,83563.1796875,14.289189413047195
IN,2015,"Zolpidem Tartrate",0,6721,86852.18969726562,12.922509998105285
IN,2014,"Zolpidem Tartrate",0,10376,102630.70031738281,9.891162328198035
IN,2013,"Zolpidem Tartrate",0,8945,69336.75012207031,7.751453339527145
IN,2015,"Zolpidem Tartrate",1,5437720,2088817.0465755463,0.3841347194367393
IN,2016,"Zolpidem Tartrate",1,5105379,1929486.8517894745,0.3779321479932194
IN,2013,"Zolpidem Tartrate",1,7180177,2403225.260948181,0.33470278809953863
IN,2014,"Zolpidem Tartrate",1,6351552,2057406.0603656769,0.32392178484340156
IN,2017,"Zolpidem Tartrate",1,5219447,1595723.5911664963,0.30572656282677
IN,2019,"Zolpidem Tartrate",1,4932358,1377528.9596662521,0.27928405838875686
IN,2018,"Zolpidem Tartrate",1,5199311,1442545.6301527023,0.2774493832264895
IN,2020,"Zolpidem Tartrate",1,5094492,1149766.949839592,0.22568824327128043
KS,2020,Adalimumab,0,82938,19508947.4375,235.2232684354578
KS,2019,Adalimumab,0,73569,16000931.8203125,217.4955731396716
KS,2018,Adalimumab,0,74777,14916387.58203125,199.47828318909893
KS,2017,Adalimumab,0,66828,12264709.2421875,183.526504491942
KS,2016,Adalimumab,0,74767,11842450.44140625,158.39140852791004
KS,2015,Adalimumab,0,69936,9204760.16015625,131.6169091763362
KS,2014,Adalimumab,0,78231,8445496.537109375,107.95588113547538
KS,2013,Adalimumab,0,62169,5732424.875,92.207126944297
KS,2019,"Atorvastatin Calcium",0,750,10467.669921875,13.956893229166667
KS,2017,"Atorvastatin Calcium",0,1530,16888.849609375,11.038463796977124
KS,2016,"Atorvastatin Calcium",0,3330,31011.059326171875,9.312630428279842
KS,2015,"Atorvastatin Calcium",0,1050,7628.800048828125,7.265523856026785
KS,2014,"Atorvastatin Calcium",0,2130,14795.760131835938,6.946366259077905
KS,2013,"Atorvastatin Calcium",0,13555,73599.28015136719,5.429677620904994
KS,2013,"Atorvastatin Calcium",1,10478270,6956888.165715329,0.6639348065773577
KS,2014,"Atorvastatin Calcium",1,13640435,5946479.072986603,0.43594497338146493
KS,2015,"Atorvastatin Calcium",1,16845568,5188273.227180481,0.3079904000375933
KS,2016,"Atorvastatin Calcium",1,20328892,5268509.020851135,0.25916360915543923
KS,2017,"Atorvastatin Calcium",1,23575366,5698715.027339935,0.24172328978222163
KS,2018,"Atorvastatin Calcium",1,27253994,6109554.9429626465,0.22417099464257043
KS,2019,"Atorvastatin Calcium",1,30210438,6695904.044536591,0.22164207101322367
KS,2020,"Atorvastatin Calcium",1,34227956,6310695.220966339,0.18437254100029635
KS,2018,"Donepezil Hcl",0,660,11104.9404296875,16.825667317708334
KS,2016,"Donepezil Hcl",0,1054,17019.18017578125,16.147229768293407
KS,2015,"Donepezil Hcl",0,1298,18682.10986328125,14.392996813005585
KS,2014,"Donepezil Hcl",0,2551,34176.05041503906,13.39711893964683
KS,2013,"Donepezil Hcl",0,24612,256685.61010742188,10.429286937567928
KS,2013,"Donepezil Hcl",1,2937455,2070634.1963653564,0.7049075462825325
KS,2014,"Donepezil Hcl",1,2982156,1701744.0783348083,0.570642205952609
KS,2015,"Donepezil Hcl",1,3081653,1504091.7869758606,0.48807954269213977
KS,2016,"Donepezil Hcl",1,3166998,1334744.4320297241,0.42145414428102707
KS,2017,"Donepezil Hcl",1,3121956,1176233.439529419,0.376761696682919
KS,2018,"Donepezil Hcl",1,3145591,1139486.7084770203,0.36224884559913234
KS,2019,"Donepezil Hcl",1,3086583,1108743.6671619415,0.35921394861629885
KS,2020,"Donepezil Hcl",1,3059774,990677.320066452,0.3237746709614671
KS,2020,Etanercept,0,47090,9751268.39453125,207.07726469592802
KS,2019,Etanercept,0,41083,7953889.62109375,193.60537499923933
KS,2018,Etanercept,0,36087,6546641.3359375,181.41273411304624
KS,2017,Etanercept,0,41914,6800032.828125,162.23774462291837
KS,2016,Etanercept,0,43503,6192291.0859375,142.3417025478128
KS,2015,Etanercept,0,45984,5508374.076171875,119.78892823964586
KS,2014,Etanercept,0,55516,5626479.037109375,101.34878300146579
KS,2013,Etanercept,0,51234,4431150.845703125,86.48848119809355
KS,2018,"Sertraline Hcl",0,1050,26901.919677734375,25.620875883556547
KS,2020,"Sertraline Hcl",0,3673,67362.04028320312,18.339787716635755
KS,2019,"Sertraline Hcl",0,1806,31141.570068359375,17.243394279268756
KS,2016,"Sertraline Hcl",0,2099,32935.510498046875,15.691048355429668
KS,2015,"Sertraline Hcl",0,1310,19983.39013671875,15.254496287571564
KS,2017,"Sertraline Hcl",0,2381,33791.9697265625,14.192343438287484
KS,2014,"Sertraline Hcl",0,2380,27165.759765625,11.41418477547269
KS,2013,"Sertraline Hcl",0,2956,21983.449951171875,7.436891052493868
KS,2013,"Sertraline Hcl",1,4548002,1544959.537475586,0.3397007163751436
KS,2014,"Sertraline Hcl",1,4874644,1443568.4222946167,0.2961382251287718
KS,2015,"Sertraline Hcl",1,5204886,1106616.719921112,0.21261113498376566
KS,2019,"Sertraline Hcl",1,6695013,1341277.2276992798,0.2003397495567641
KS,2017,"Sertraline Hcl",1,5899876,1134658.3378982544,0.19231901448407634
KS,2018,"Sertraline Hcl",1,6251824,1199164.7902479172,0.1918103884958881
KS,2020,"Sertraline Hcl",1,7055515,1330411.6220817566,0.18856336101358392
KS,2016,"Sertraline Hcl",1,5666942,1036038.6415081024,0.1828214655290459
KS,2020,"Vortioxetine Hydrobromide",0,160293,2244716.489013672,14.003833536172333
KS,2019,"Vortioxetine Hydrobromide",0,148503,1974562.6127929688,13.296449316128083
KS,2018,"Vortioxetine Hydrobromide",0,122607,1604847.724243164,13.089364589649565
KS,2017,"Vortioxetine Hydrobromide",0,98038,1168549.9095458984,11.919356877393444
KS,2016,"Vortioxetine Hydrobromide",0,54429,590159.6976318359,10.842743714413933
KS,2015,"Vortioxetine Hydrobromide",0,48872,455091.32165527344,9.311902963972694
KS,2014,"Vortioxetine Hydrobromide",0,14114,124441.76049804688,8.8169024017321
KS,2019,"Zolpidem Tartrate",0,1050,24966.1298828125,23.777266555059523
KS,2018,"Zolpidem Tartrate",0,1770,39249.830078125,22.175045241878532
KS,2020,"Zolpidem Tartrate",0,1687,36854.06005859375,21.84591586164419
KS,2017,"Zolpidem Tartrate",0,1809,34035.1298828125,18.814333821344665
KS,2016,"Zolpidem Tartrate",0,2460,41473.33056640625,16.8590774660188
KS,2014,"Zolpidem Tartrate",0,3238,47238.340087890625,14.588739990083578
KS,2015,"Zolpidem Tartrate",0,2830,40337.6396484375,14.253582914642227
KS,2013,"Zolpidem Tartrate",0,3270,34619.56005859375,10.587021424646407
KS,2016,"Zolpidem Tartrate",1,2352582,847524.8603544235,0.36025305827997645
KS,2015,"Zolpidem Tartrate",1,2627977,873736.3895750046,0.33247489973276195
KS,2013,"Zolpidem Tartrate",1,3316786,1031066.1301841736,0.31086302528537374
KS,2014,"Zolpidem Tartrate",1,3084199,951789.3321418762,0.30860179000832183
KS,2017,"Zolpidem Tartrate",1,2496723,695010.0306072235,0.27836889819464294
KS,2018,"Zolpidem Tartrate",1,2540316,700481.799832344,0.27574593075520687
KS,2019,"Zolpidem Tartrate",1,2480559,655700.670879364,0.2643358496529871
KS,2020,"Zolpidem Tartrate",1,2553370,524674.1305894852,0.2054830011277195
KY,2020,Adalimumab,0,269485,63736678.421875,236.51289838720152
KY,2019,Adalimumab,0,247149,53229091.97265625,215.3724756023947
KY,2018,Adalimumab,0,233722,46494000.1953125,198.92864255531143
KY,2017,Adalimumab,0,212146,37241912.1328125,175.54850024423038
KY,2016,Adalimumab,0,199313,30998088.36328125,155.52466905460884
KY,2015,Adalimumab,0,193738,24318806.0078125,125.5241925064391
KY,2014,Adalimumab,0,187629,19978096.693359375,106.476593135173
KY,2013,Adalimumab,0,174669,16105945.443359375,92.20837952561345
KY,2020,"Atorvastatin Calcium",0,2940,38807.7197265625,13.19990466889881
KY,2019,"Atorvastatin Calcium",0,2880,37536.2900390625,13.033434041341145
KY,2018,"Atorvastatin Calcium",0,3000,37884.300048828125,12.628100016276042
KY,2017,"Atorvastatin Calcium",0,3200,34833.009521484375,10.885315475463868
KY,2016,"Atorvastatin Calcium",0,4675,44323.6103515625,9.48098617145722
KY,2015,"Atorvastatin Calcium",0,8517,64823.700439453125,7.611095507743704
KY,2014,"Atorvastatin Calcium",0,11237,74842.2300415039,6.660339062161067
KY,2013,"Atorvastatin Calcium",0,38481,216423.9512939453,5.624176900131112
KY,2013,"Atorvastatin Calcium",1,21475980,15124546.043415524,0.7042540570169801
KY,2014,"Atorvastatin Calcium",1,26819382,11027508.09258037,0.41117681580359944
KY,2015,"Atorvastatin Calcium",1,32641216,9993084.915249098,0.30614928424385596
KY,2016,"Atorvastatin Calcium",1,38278001,10922080.903144475,0.28533571810984787
KY,2017,"Atorvastatin Calcium",1,43750755,12185150.300343933,0.27851291481355994
KY,2018,"Atorvastatin Calcium",1,49117081,12734077.955689773,0.25925966479338974
KY,2019,"Atorvastatin Calcium",1,54418460,13666566.247463457,0.2511384233854368
KY,2020,"Atorvastatin Calcium",1,60206592,12329406.318378448,0.2047849896300134
KY,2016,"Donepezil Hcl",0,1083,17385.51025390625,16.05310272752193
KY,2017,"Donepezil Hcl",0,720,11440.580078125,15.889694552951388
KY,2015,"Donepezil Hcl",0,2028,30077.449951171875,14.83108971951276
KY,2018,"Donepezil Hcl",0,360,5292.8701171875,14.7024169921875
KY,2014,"Donepezil Hcl",0,6565,83335.3701171875,12.693887298886139
KY,2013,"Donepezil Hcl",0,92657,964812.2060546875,10.412728731285142
KY,2013,"Donepezil Hcl",1,5105763,4292068.313362122,0.8406321079458882
KY,2014,"Donepezil Hcl",1,5433126,4127516.2575035095,0.7596945584371704
KY,2015,"Donepezil Hcl",1,5701246,3559057.17401886,0.6242595344980483
KY,2016,"Donepezil Hcl",1,5626766,3017623.7152080536,0.5362980645024253
KY,2017,"Donepezil Hcl",1,5590903,2822379.1160736084,0.5048163268211966
KY,2018,"Donepezil Hcl",1,5700985,2531681.674095154,0.44407793988146854
KY,2019,"Donepezil Hcl",1,5757687,2366631.8339424133,0.4110386399855382
KY,2020,"Donepezil Hcl",1,5734947,1903671.0912017822,0.33194222914384075
KY,2020,Etanercept,0,167030,34149127.93359375,204.44906863194487
KY,2019,Etanercept,0,166397,32224985.23828125,193.6632585820733
KY,2018,Etanercept,0,160014,28642037.82421875,178.99707415737842
KY,2017,Etanercept,0,161148,26426295.56640625,163.98773528933808
KY,2016,Etanercept,0,171412,24797360.015625,144.6652510654155
KY,2015,Etanercept,0,193943,23435705.306640625,120.83810865378294
KY,2014,Etanercept,0,190112,19049784.235351562,100.20295528610274
KY,2013,Etanercept,0,187597,16342212.439941406,87.11339968091924
KY,2020,"Sertraline Hcl",0,1938,41972.1611328125,21.65746188483617
KY,2019,"Sertraline Hcl",0,2802,52352.498779296875,18.68397529596605
KY,2018,"Sertraline Hcl",0,3317,60779.700439453125,18.32369624342874
KY,2017,"Sertraline Hcl",0,4025,58646.249755859375,14.570496833753882
KY,2016,"Sertraline Hcl",0,3893,44086.830322265625,11.324641747306865
KY,2014,"Sertraline Hcl",0,3810,34274.18005371094,8.99584778312623
KY,2013,"Sertraline Hcl",0,6389,48612.74060058594,7.608818375424313
KY,2015,"Sertraline Hcl",0,4176,30056.129676818848,7.197349060540912
KY,2013,"Sertraline Hcl",1,8520830,2952646.2095298767,0.3465209621046162
KY,2014,"Sertraline Hcl",1,9194791,2631281.4488372803,0.2861708818435656
KY,2019,"Sertraline Hcl",1,12775555,2838132.5418605804,0.22215336569413857
KY,2018,"Sertraline Hcl",1,12010566,2595407.5287065506,0.21609369023129724
KY,2017,"Sertraline Hcl",1,11262806,2426078.2307224274,0.21540619901669508
KY,2015,"Sertraline Hcl",1,9893752,2114987.479030609,0.21377001152147426
KY,2016,"Sertraline Hcl",1,10650832,2081471.4289541245,0.19542805941865615
KY,2020,"Sertraline Hcl",1,13546878,2488693.367542267,0.18370973500626986
KY,2020,"Vortioxetine Hydrobromide",0,330752,4600505.822509766,13.909230548899979
KY,2019,"Vortioxetine Hydrobromide",0,285324,3747044.04296875,13.132593272801271
KY,2018,"Vortioxetine Hydrobromide",0,227091,2932786.3791503906,12.914586571684438
KY,2017,"Vortioxetine Hydrobromide",0,175564,2077224.8349609375,11.831724242788598
KY,2016,"Vortioxetine Hydrobromide",0,67643,724569.7485351562,10.711673765728253
KY,2015,"Vortioxetine Hydrobromide",0,62741,572508.6882324219,9.12495319220959
KY,2014,"Vortioxetine Hydrobromide",0,14965,121683.20025634766,8.131186118031918
KY,2020,"Zolpidem Tartrate",0,4380,83737.22021484375,19.11808680704195
KY,2019,"Zolpidem Tartrate",0,4604,81637.05078125,17.731766025466985
KY,2018,"Zolpidem Tartrate",0,5980,100091.03002929688,16.73763043968175
KY,2017,"Zolpidem Tartrate",0,4680,72137.48010253906,15.41399147490151
KY,2016,"Zolpidem Tartrate",0,5197,79319.9208984375,15.26263630910862
KY,2015,"Zolpidem Tartrate",0,5465,72728.56030273438,13.30806226948479
KY,2014,"Zolpidem Tartrate",0,6062,62727.82043457031,10.34771039831249
KY,2013,"Zolpidem Tartrate",0,8503,73307.21997070312,8.62133599561368
KY,2013,"Zolpidem Tartrate",1,5497205,1911927.980463028,0.34780001481899037
KY,2015,"Zolpidem Tartrate",1,4062019,1353297.8104286194,0.33315890704317713
KY,2014,"Zolpidem Tartrate",1,4827605,1537506.3393096924,0.31848221619409467
KY,2016,"Zolpidem Tartrate",1,3821457,1202488.900317192,0.3146676517143048
KY,2017,"Zolpidem Tartrate",1,3973504,1089930.3507595062,0.27429954789513394
KY,2019,"Zolpidem Tartrate",1,3464883,928584.8318271637,0.2679988997686686
KY,2018,"Zolpidem Tartrate",1,3799721,1009779.1396360397,0.26575086424399047
KY,2020,"Zolpidem Tartrate",1,3915901,758237.6003894806,0.19363043151230855
LA,2020,Adalimumab,0,236630,55594049.4453125,234.940833560041
LA,2019,Adalimumab,0,224357,47623903.546875,212.26840948521775
LA,2018,Adalimumab,0,216648,42491875.78125,196.13324739323696
LA,2017,Adalimumab,0,202591,34986811.11328125,172.6967689249831
LA,2016,Adalimumab,0,196512,29779272.65625,151.5392070522411
LA,2015,Adalimumab,0,175452,21681001.140625,123.57226558047215
LA,2014,Adalimumab,0,182147,18627382.408203125,102.26565580659097
LA,2013,Adalimumab,0,157022,14143196.005859375,90.07142951853483
LA,2020,"Atorvastatin Calcium",0,1410,22278.2099609375,15.800148908466312
LA,2019,"Atorvastatin Calcium",0,1020,13933.610107421875,13.660402066099877
LA,2018,"Atorvastatin Calcium",0,2760,34247.610107421875,12.408554386747056
LA,2017,"Atorvastatin Calcium",0,7500,85742.0302734375,11.432270703125
LA,2016,"Atorvastatin Calcium",0,11670,109961.34057617188,9.422565602071284
LA,2015,"Atorvastatin Calcium",0,10882,85836.7109375,7.887953587346076
LA,2014,"Atorvastatin Calcium",0,22827,162267.85974121094,7.108593321120206
LA,2013,"Atorvastatin Calcium",0,72765,422617.5705566406,5.807978706199967
LA,2013,"Atorvastatin Calcium",1,19241627,14591000.664329529,0.7583038931338566
LA,2014,"Atorvastatin Calcium",1,23980049,10932808.47667694,0.4559126829422634
LA,2015,"Atorvastatin Calcium",1,29201566,10762918.845035553,0.3685733444923999
LA,2016,"Atorvastatin Calcium",1,35001419,11667611.281719208,0.3333468075028389
LA,2017,"Atorvastatin Calcium",1,40806154,12570920.46251297,0.30806432928016125
LA,2018,"Atorvastatin Calcium",1,46784465,11474551.640339851,0.2452641414268572
LA,2019,"Atorvastatin Calcium",1,52181373,12363058.384477615,0.236924742943763
LA,2020,"Atorvastatin Calcium",1,57312756,10297689.657211304,0.17967535285183814
LA,2018,"Donepezil Hcl",0,1037,22244.05029296875,21.450386010577386
LA,2017,"Donepezil Hcl",0,360,6034.5,16.7625
LA,2016,"Donepezil Hcl",0,1080,17186.66015625,15.91357421875
LA,2014,"Donepezil Hcl",0,4341,59072.82067871094,13.608113494289551
LA,2015,"Donepezil Hcl",0,720,9459.740234375,13.138528103298611
LA,2020,"Donepezil Hcl",0,358,3928.489990234375,10.973435726911662
LA,2013,"Donepezil Hcl",0,47548,499563.15032958984,10.506501857693065
LA,2013,"Donepezil Hcl",1,4501671,4878471.87147522,1.0837024454864026
LA,2014,"Donepezil Hcl",1,4570304,3335762.7774620056,0.7298776574735523
LA,2015,"Donepezil Hcl",1,4814033,2831014.044855118,0.5880753299479081
LA,2016,"Donepezil Hcl",1,4996850,2636520.4881973267,0.5276365086399085
LA,2018,"Donepezil Hcl",1,4931531,2357910.2277412415,0.4781294546746723
LA,2017,"Donepezil Hcl",1,4955693,2340584.3578834534,0.4723021296685354
LA,2019,"Donepezil Hcl",1,5076710,2225152.995847702,0.4383061068778209
LA,2020,"Donepezil Hcl",1,5008677,1467266.8797798157,0.2929449992043439
LA,2020,Etanercept,0,103870,21335829.625,205.40896914412247
LA,2019,Etanercept,0,110049,21208038.150390625,192.7145012711667
LA,2018,Etanercept,0,101164,18062238.595703125,178.54413225755334
LA,2017,Etanercept,0,105175,16780307.572265625,159.5465421655871
LA,2016,Etanercept,0,115552,16576551.37890625,143.45533940482423
LA,2015,Etanercept,0,126252,15071939.203125,119.3798054931803
LA,2014,Etanercept,0,134564,13632705.034179688,101.31019465963918
LA,2013,Etanercept,0,131399,11431723.587890625,87.00008057816746
LA,2020,"Sertraline Hcl",0,2446,37349.27001953125,15.269529852629292
LA,2019,"Sertraline Hcl",0,2747,31524.530029296875,11.475984721258419
LA,2017,"Sertraline Hcl",0,2972,28405.170166015625,9.557594268511314
LA,2018,"Sertraline Hcl",0,1490,13385.559936523438,8.983597272834523
LA,2016,"Sertraline Hcl",0,2550,22004.580322265625,8.629247185202205
LA,2015,"Sertraline Hcl",0,3856,26812.609619140625,6.9534775983248505
LA,2014,"Sertraline Hcl",0,5002,33424.30017089844,6.682187159315961
LA,2013,"Sertraline Hcl",0,5355,31453.670166015625,5.873701244820845
LA,2013,"Sertraline Hcl",1,5820044,1554379.9009628296,0.2670735652450101
LA,2014,"Sertraline Hcl",1,6302540,1466196.9607505798,0.23263588342962993
LA,2020,"Sertraline Hcl",1,9563596,1817226.9498577118,0.1900150267595695
LA,2019,"Sertraline Hcl",1,9158596,1710379.450873375,0.18675127179683162
